index	promptID	pairID	genre	sentence1_binary_parse	sentence2_binary_parse	sentence1_parse	sentence2_parse	sentence1	sentence2	label1	label2	label3	label4	label5	gold_label
2489	2489	2489	crowd:downward_monotone					I don't usually ask questions.	I don't usually ask policy questions.						entailment
2490	2490	2490	crowd:downward_monotone					I don't usually ask policy questions.	I don't usually ask questions.						neutral
2491	2491	2491	crowd:downward_monotone:npi					I don't usually ask questions.	I don't usually ask questions to anyone.						entailment
2492	2492	2492	crowd:downward_monotone					I don't usually ask questions.	I don't usually ask questions frequently.						entailment
2493	2493	2493	crowd:downward_monotone					I don't usually ask questions frequently.	I don't usually ask questions.						neutral
2494	2494	2494	crowd:downward_monotone:reverse:disjunction					Raúl can't have fun without his friends.	Raúl can't have fun without his friends or family.						entailment
2495	2495	2495	crowd:downward_monotone					You mustn't throw litter in the street.	You mustn't throw gold litter in the street.						entailment
2496	2496	2496	crowd:downward_monotone					You mustn't throw gold litter in the street.	You mustn't throw litter in the street.						neutral
2497	2497	2497	crowd:downward_monotone					You mustn't throw litter in the street.	You mustn't throw shining litter in the street.						entailment
2498	2498	2498	crowd:downward_monotone					You mustn't throw shining litter in the street.	You mustn't throw litter in the street.						neutral
2499	2499	2499	crowd:downward_monotone:lexical_knowledge					You mustn't throw litter in the street.	You mustn't throw rubbish in the street.						entailment
2500	2500	2500	crowd:downward_monotone:lexical_knowledge					You mustn't throw litter in the street.	You mustn't throw trash in the street.						entailment
2501	2501	2501	crowd:downward_monotone					I don't know a lot of jokes.	I don't know too much jokes.						entailment
2502	2502	2502	crowd:downward_monotone:npi					Tom isn't at all selfish.	Tom isn't at all really selfish.						entailment
2503	2503	2503	crowd:downward_monotone					You can't live on an island.	You can't live on a desolate island.						entailment
2504	2504	2504	crowd:downward_monotone					You can't live on a desolate island.	You can't live on a desolate island.						neutral
2505	2505	2505	crowd:downward_monotone:npi					He didn't study at all.	He didn't study English at all.						entailment
2506	2506	2506	crowd:downward_monotone:npi					He didn't study English at all.	He didn't study at all.						neutral
2507	2507	2507	crowd:downward_monotone					Tom never graduated from high school.	Tom never graduated from high school as he was expected to.						entailment
2508	2508	2508	crowd:downward_monotone					Ken has never been to New York.	Ken has never been to New York city museum.						entailment
2509	2509	2509	crowd:downward_monotone					Ken has never been to New York city museum.	Ken has never been to New York.						neutral
2510	2510	2510	crowd:downward_monotone					Ken has never been to New York.	Ken has never been to New York center.						entailment
2511	2511	2511	crowd:downward_monotone					Ken has never been to New York center.	Ken has never been to New York.						neutral
2512	2512	2512	crowd:downward_monotone:lexical_knowledge					You are not watching TV now.	You are not watching television now.						entailment
2513	2513	2513	crowd:downward_monotone:lexical_knowledge					Tom had no right to do that.	Tom had no reason to do that.						entailment
2514	2514	2514	crowd:downward_monotone					Tom had no right to do that.	Tom had no single right to do that.						entailment
2515	2515	2515	crowd:downward_monotone					Tom had no right to do that.	Tom had no real right to do that.						entailment
2516	2516	2516	crowd:downward_monotone					Tom had no real right to do that.	Tom had noright to do that.						neutral
2517	2517	2517	crowd:downward_monotone:conjunction					I have never felt prouder in my whole life.	I have never felt happier and prouder in my whole life.						entailment
2518	2518	2518	crowd:downward_monotone:lexical_knowledge					I have never felt prouder in my whole life.	I have never felt gratified in my whole life.						entailment
2519	2519	2519	crowd:downward_monotone					Scientists haven't found a vaccine for cancer yet.	Scientists haven't found a vaccine for breast cancer yet.						entailment
2520	2520	2520	crowd:downward_monotone					Scientists haven't found a vaccine for breast cancer yet.	Scientists haven't found a vaccine for cancer yet.						neutral
2521	2521	2521	crowd:downward_monotone					Scientists haven't found a vaccine for cancer yet.	Scientists haven't found a vaccine for skin cancer yet.						entailment
2522	2522	2522	crowd:downward_monotone					Scientists haven't found a vaccine for skin cancer yet.	Scientists haven't found a vaccine for cancer yet.						neutral
2523	2523	2523	crowd:downward_monotone					Scientists haven't found a vaccine for cancer yet.	Scientists haven't found a vaccine for colon cancer yet.						entailment
2524	2524	2524	crowd:downward_monotone					Scientists haven't found a vaccine for colon cancer yet.	Scientists haven't found a vaccine for cancer yet.						neutral
2525	2525	2525	crowd:downward_monotone:lexical_knowledge					Scientists haven't found a vaccine for cancer yet.	Scientists haven't found a vaccine for carcinoma yet.						entailment
2526	2526	2526	crowd:downward_monotone					I don't like tea.	I don't like black tea.						entailment
2527	2527	2527	crowd:downward_monotone					I don't like black tea.	I don't like tea.						neutral
2528	2528	2528	crowd:downward_monotone					In the village there are no thieves.	In the village there are no horse thieves.						entailment
2529	2529	2529	crowd:downward_monotone					In the village there are no horse thieves.	In the village there are no thieves.						neutral
2530	2530	2530	crowd:downward_monotone:lexical_knowledge					In the village there are no thieves.	In the village there are no burglars.						entailment
2531	2531	2531	crowd:downward_monotone					They had no alternative energy sources.	They had no alternative clean energy sources.						entailment
2532	2532	2532	crowd:downward_monotone					They had no alternative clean energy sources.	They had no alternative energy sources.						neutral
2533	2533	2533	crowd:downward_monotone					They had no alternative energy sources.	They had no alternative electric energy sources.						entailment
2534	2534	2534	crowd:downward_monotone					They had no alternative electric energy sources.	They had no alternative energy sources.						neutral
2535	2535	2535	crowd:downward_monotone					They had no alternative energy sources.	They had no alternative energy gas sources.						entailment
2536	2536	2536	crowd:downward_monotone					They had no alternative energy gas sources.	They had no alternative energy sources.						neutral
2537	2537	2537	crowd:downward_monotone:lexical_knowledge					They had no alternative energy sources.	They had no alternative power sources.						entailment
2538	2538	2538	crowd:downward_monotone					She doesn't wear thongs.	She doesn't wear white thongs.						entailment
2539	2539	2539	crowd:downward_monotone					She doesn't wear white thongs.	She doesn't wear thongs.						neutral
2540	2540	2540	crowd:downward_monotone					She doesn't wear thongs.	She doesn't wear tiny thongs.						entailment
2541	2541	2541	crowd:downward_monotone					She doesn't wear tiny thongs.	She doesn't wearthongs.						neutral
2542	2542	2542	crowd:downward_monotone					She doesn't wear thongs.	She doesn't wear uncomfortable thongs.						entailment
2543	2543	2543	crowd:downward_monotone					She doesn't wear uncomfortable thongs.	She doesn't wear thongs.						neutral
2544	2544	2544	crowd:downward_monotone					I have never tried to translate a book.	I have never tried to translate a scientific book.						entailment
2545	2545	2545	crowd:downward_monotone					I have never tried to translate a scientific book.	I have never tried to translate a book.						neutral
2546	2546	2546	crowd:downward_monotone					I have never tried to translate a book.	I have never tried to translate a book with so many pages.						entailment
2547	2547	2547	crowd:downward_monotone					I have never tried to translate a book with so many pages.	I have never tried to translate a book.						neutral
2548	2548	2548	crowd:downward_monotone					I have never tried to translate a book.	I have never tried to translate a book comprising poems.						entailment
2549	2549	2549	crowd:downward_monotone					I have never tried to translate a book comprising poems.	I have never tried to translate a book.						neutral
2550	2550	2550	crowd:downward_monotone					The cat didn't move a muscle.	The cat didn't move a leg muscle.						entailment
2551	2551	2551	crowd:downward_monotone					The cat didn't move a leg muscle.	The cat didn't move a muscle.						neutral
2552	2552	2552	crowd:downward_monotone					The cat didn't move a muscle.	The cat didn't move a calf muscle.						entailment
2553	2553	2553	crowd:downward_monotone					The cat didn't move a calf muscle.	The cat didn't move a muscle.						neutral
2554	2554	2554	crowd:downward_monotone					I hope you won't expect results immediately.	I hope you won't expect perfect results immediately.						entailment
2555	2555	2555	crowd:downward_monotone					I hope you won't expect perfect results immediately.	I hope you won't expect results immediately.						neutral
2556	2556	2556	crowd:downward_monotone					I hope you won't expect results immediately.	I hope you won't expect clear results immediately.						entailment
2557	2557	2557	crowd:downward_monotone					I hope you won't expect clear results immediately.	I hope you won't expect results immediately.						neutral
2558	2558	2558	crowd:downward_monotone:lexical_knowledge					I hope you won't expect results immediately.	I hope you won't expect solutions immediately.						entailment
2559	2559	2559	crowd:downward_monotone:lexical_knowledge					I hope you won't expect results immediately.	I hope you won't expect answers immediately.						entailment
2560	2560	2560	crowd:downward_monotone					I hope you won't expect results immediately.	I hope you won't expect the results we do not find immediately.						entailment
2561	2561	2561	crowd:downward_monotone					I hope you won't expect results we do not find immediately.	I hope you won't expect the results immediately.						neutral
2562	2562	2562	crowd:downward_monotone					At this school, there are no grades and students have no homework.	At this school, there are no bad grades and students have no homework.						entailment
2563	2563	2563	crowd:downward_monotone					At this school, there are no bad grades and students have no homework.	At this school, there are no grades and students have no homework.						neutral
2564	2564	2564	crowd:downward_monotone					Detached reflection can not be demanded in the presence of an uplifted knife.	Detached reflection can not be demanded in the presence of an uplifted kitchen knife.						entailment
2565	2565	2565	crowd:downward_monotone					Detached reflection can not be demanded in the presence of an uplifted  kitchen knife.	Detached reflection can not be demanded in the presence of an uplifted knife.						neutral
2566	2566	2566	crowd:downward_monotone					Detached reflection can not be demanded in the presence of an uplifted knife.	Detached reflection can not be demanded in the presence of an uplifted sharp knife.						entailment
2567	2567	2567	crowd:downward_monotone					Detached reflection can not be demanded in the presence of an uplifted sharp knife.	Detached reflection can not be demanded in the presence of an uplifted knife.						neutral
2568	2568	2568	crowd:downward_monotone					Detached reflection can not be demanded in the presence of an uplifted knife.	Detached reflection can not be demanded in the presence of an uplifted butcher knife.						entailment
2569	2569	2569	crowd:downward_monotone					Detached reflection can not be demanded in the presence of an uplifted butcher knife.	Detached reflection can not be demanded in the presence of an uplifted knife.						neutral
2570	2570	2570	crowd:downward_monotone					My father doesn't lift a finger at home.	My father doesn't lift a finger to clean his room at home.						entailment
2571	2571	2571	crowd:downward_monotone					My father doesn't lift a finger to clean his room at home.	My father doesn't lift a finger at home.						neutral
2572	2572	2572	crowd:downward_monotone					I have not yet collected sufficient materials to write a book.	I have not yet collected sufficient materials to write a history book.						entailment
2573	2573	2573	crowd:downward_monotone					I have not yet collected sufficient materials to write a history book.	I have not yet collected sufficient materials to write a book.						neutral
2574	2574	2574	crowd:downward_monotone:lexical_knowledge					Tom had no choice but to follow Mary.	Tom had no way but to follow Mary.						entailment
2575	2575	2575	crowd:downward_monotone:lexical_knowledge					Tom had no choice but to follow Mary.	Tom had no opportunity but to follow Mary.						entailment
2576	2576	2576	crowd:downward_monotone					Tom had no choice but to follow Mary.	Tom had no second choice but to follow Mary.						entailment
2577	2577	2577	crowd:downward_monotone					Tom had no choice but to follow Mary.	Tom had no alternative choice but to follow Mary.						entailment
2578	2578	2578	crowd:downward_monotone					Tom had no choice but to follow Mary.	Tom had no better choice but to follow Mary.						entailment
2579	2579	2579	crowd:downward_monotone					Tom had no choice but to follow Mary.	Tom had no other option but to follow Mary.						entailment
2580	2580	2580	crowd:downward_monotone					Tom paid no attention to Mary all afternoon.	Tom paid no attention to Mary all day.						neutral
2581	2581	2581	crowd:downward_monotone					Tom paid no attention to Mary all day.	Tom paid no attention to Mary all afternoon.						entailment
2582	2582	2582	crowd:downward_monotone:conjunction					Tom paid no attention to Mary and Jim all afternoon.	Tom paid no attention to Mary all afternoon.						entailment
2583	2583	2583	crowd:downward_monotone:conjunction					Tom paid no attention to Mary all afternoon.	Tom paid no attention to Mary and Jim all afternoon.						neutral
2584	2584	2584	crowd:downward_monotone					Tom paid no attention to Mary all afternoon.	Tom paid no hasty attention to Mary all afternoon.						entailment
2585	2585	2585	crowd:upward_monotone:reverse					At this school, there are no grades and students having no homework.	At this school, there are no grades and students having no extra homework.						entailment
2586	2586	2586	crowd:upward_monotone:reverse					At this school, there are no grades and students having no extra homework.	At this school, there are no grades and students having no homework.						neutral
2587	2587	2587	crowd:upward_monotone:reverse					At this school, there are no grades and students having no homework.	At this school, there are no grades and students having no summer homework.						entailment
2588	2588	2588	crowd:upward_monotone:reverse					At this school, there are no grades and students having no summer homework.	At this school, there are no grades and students having no homework.						neutral
2589	2589	2589	crowd:upward_monotone:reverse					At this school, there are no grades and students having no homework.	At this school, there are no grades and students having no difficult homework.						entailment
2590	2590	2590	crowd:upward_monotone:reverse					At this school, there are no grades and students having no difficult homework.	At this school, there are no grades and students having no homework.						neutral
2591	2591	2591	crowd:upward_monotone:reverse:conjunction					At this school, there are no grades and students having no homework.	At this school, there are no grades and students having no homework and tests.						neutral
2592	2592	2592	crowd:upward_monotone:reverse:conjunction					At this school, there are no grades and students having no homework and tests.	At this school, there are no grades and students having no homework.						entailment
2593	2593	2593	crowd:upward_monotone:reverse					At this school, there are no grades and students having no homework.	At this school, there are no grades and students having no lecture to do at home.						entailment
2594	2594	2594	crowd:upward_monotone:reverse					At this school, there are no grades and students having no lecture to do at home.	At this school, there are no grades and students having no homework.						neutral
2595	2595	2595	crowd:upward_monotone:reverse:lexical_knowledge					At this school, there are no grades and students having no homework.	At this school, there are no grades and students having no assignments.						entailment
2596	2596	2596	crowd:downward_monotone					Chris didn't have a car to drive.	Chris didn't have a car to drive to work.						entailment
2597	2597	2597	crowd:downward_monotone					Chris didn't have a car to drive to work.	Chris didn't have a car to drive.						neutral
2598	2598	2598	crowd:downward_monotone					I never listen to dirty jokes.	I never listen to dirty ugly jokes.						entailment
2599	2599	2599	crowd:downward_monotone					I never listen to dirty ugly jokes.	I never listen to dirty jokes.						neutral
2600	2600	2600	crowd:downward_monotone:lexical_knowledge					I never listen to dirty jokes.	I never listen to dirty puns.						entailment
2601	2601	2601	crowd:downward_monotone					She doesn't always take a trip to France in summer.	She doesn't always take a trip to Marseille, France in summer.						entailment
2602	2602	2602	crowd:downward_monotone					She doesn't always take a trip to Marseille, France in summer.	She doesn't always take a trip to France in summer.						neutral
2603	2603	2603	crowd:downward_monotone					She doesn't always take a trip to France in summer.	She doesn't always take a trip to central France in summer.						entailment
2604	2604	2604	crowd:downward_monotone					She doesn't always take a trip to central France in summer.	She doesn't always take a trip to France in summer.						neutral
2605	2605	2605	crowd:downward_monotone					She doesn't always take a trip to France in summer.	She doesn't always take a trip to la France continentale in summer.						entailment
2606	2606	2606	crowd:downward_monotone					She doesn't always take a trip to la France continentale in summer.	She doesn't always take a trip to France in summer.						neutral
2607	2607	2607	crowd:downward_monotone					She can't be away on holiday.	She can't be away on college holiday.						entailment
2608	2608	2608	crowd:downward_monotone					She can't be away on college holiday.	She can't be away on holiday.						neutral
2609	2609	2609	crowd:downward_monotone					She can't be away on holiday.	She can't be away on a holiday in Tanzania.						entailment
2610	2610	2610	crowd:downward_monotone					She can't be away on holiday in Tanzania.	She can't be away on a holiday.						neutral
2611	2611	2611	crowd:downward_monotone					She can't be away on holiday.	She can't be away on a long holiday.						entailment
2612	2612	2612	crowd:downward_monotone					She can't be away on a long holiday.	She can't be away on holiday.						neutral
2613	2613	2613	crowd:downward_monotone					She can't be away on holiday.	She can't be away on holiday in Europe.						entailment
2614	2614	2614	crowd:downward_monotone					She can't be away on holiday in Europe.	She can't be away on holiday.						neutral
2615	2615	2615	crowd:downward_monotone					My tree had a few blossoms but no fruit.	My tree had a few blossoms but no fruits to eat.						entailment
2616	2616	2616	crowd:downward_monotone					My tree had a few blossoms but no fruit to eat.	My tree had a few blossoms but no fruits.						neutral
2617	2617	2617	crowd:downward_monotone					My tree had a few blossoms but no fruit.	My tree had a few blossoms but no ripe fruit.						entailment
2618	2618	2618	crowd:downward_monotone					My tree had a few blossoms but no ripe fruit.	My tree had a few blossoms but no fruit.						neutral
2619	2619	2619	crowd:downward_monotone					We don't have enough information yet to make a decision.	We don't have enough information yet to make a final decision.						entailment
2620	2620	2620	crowd:downward_monotone					We don't have enough information yet to make a decision.	We don't have enough information yet to make the right decision.						entailment
2621	2621	2621	crowd:downward_monotone					We don't have enough information yet to make a decision.	We still do not have enough information to make an informed decision.						entailment
2622	2622	2622	crowd:downward_monotone					Taking the group of children to the library was no problem.	Taking the group of children to the library was no major problem.						entailment
2623	2623	2623	crowd:downward_monotone					Taking the group of children to the library was no problem.	Taking the group of children to the library was no discipline problem.						entailment
2624	2624	2624	crowd:downward_monotone					Taking the group of children to the library was no problem.	Taking the group of children to the library was no big problem.						entailment
2625	2625	2625	crowd:downward_monotone:npi					Taking the group of children to the library was no problem.	Taking the group of children to the library was no problem at all.						entailment
2626	2626	2626	crowd:downward_monotone					Taking the group of children to the library was no problem.	Taking the group of children to the library was no problem for us.						entailment
2627	2627	2627	crowd:downward_monotone:conditionals					If human life is convex, we can optimize it.	If human hard life is convex, we can optimize it.						entailment
2628	2628	2628	crowd:downward_monotone					I've never had a traffic accident.	I've never had a traffic accident at night.						entailment
2629	2629	2629	crowd:downward_monotone					I've never had a traffic accident at night.	I've never had a traffic accident.						neutral
2630	2630	2630	crowd:downward_monotone:lexical_knowledge					I've never had a traffic accident.	I've never had a traffic wreck.						entailment
2631	2631	2631	crowd:downward_monotone:lexical_knowledge					I've never had a traffic accident.	I've never had a traffic mishap.						entailment
2632	2632	2632	crowd:downward_monotone					It's no crime to steal from a thief.	It's no real crime to steal from a thief.						entailment
2633	2633	2633	crowd:downward_monotone					No human power can manage that.	No human law power can manage that.						entailment
2634	2634	2634	crowd:downward_monotone					No human low power can manage that.	No human power can manage that.						neutral
2635	2635	2635	crowd:downward_monotone					Our family doesn't celebrate christmas.	Our family doesn't celebrate christmas this year.						entailment
2636	2636	2636	crowd:downward_monotone					Our family doesn't celebrate christmas this year.	Our family doesn't celebrate christmas.						neutral
2637	2637	2637	crowd:downward_monotone					Our family doesn't celebrate christmas.	Our family doesn't celebrate holy christmas.						entailment
2638	2638	2638	crowd:downward_monotone					Our family doesn't celebrate christmas.	Our family doesn't celebrate orthodox christmas.						entailment
2639	2639	2639	crowd:downward_monotone					Our family doesn't celebrate orthodox christmas.	Our family doesn't celebrate christmas.						neutral
2640	2640	2640	crowd:downward_monotone					I don't like change.	I don't like change for change's sake.						entailment
2641	2641	2641	crowd:downward_monotone					I don't like change.	I don't like change when it is unfamiliar to me.						entailment
2642	2642	2642	crowd:downward_monotone					I don't like change when it is unfamiliar to me.	I don't like change.						neutral
2643	2643	2643	crowd:downward_monotone					I don't like change.	I don't like constant change.						entailment
2644	2644	2644	crowd:downward_monotone					I don't like constant change.	I don't like change.						neutral
2645	2645	2645	crowd:downward_monotone					I assume this isn't the best time to ask for a promotion.	I assume this isn't the best time to ask for a long-awaited promotion.						entailment
2646	2646	2646	crowd:downward_monotone:conjunction					He had a fatal lack of ability to think logically.	He had a fatal lack of ability and speed to think logically.						entailment
2647	2647	2647	crowd:downward_monotone:lexical_knowledge					He had a fatal lack of ability to think logically.	He had a fatal lack of capacity to think logically.						entailment
2648	2648	2648	crowd:downward_monotone:lexical_knowledge					He had a fatal lack of ability to think logically.	He had a fatal lack of skill to think logically.						entailment
2649	2649	2649	crowd:downward_monotone					I don't even have a house.	I don't even have a house to stay.						entailment
2650	2650	2650	crowd:downward_monotone					I don't even have a house to stay.	I don't even have a house.						neutral
2651	2651	2651	crowd:downward_monotone					I don't even have a house.	I don't even have a beautiful house.						entailment
2652	2652	2652	crowd:downward_monotone					I don't even have a beautiful house.	I don't even have a house.						neutral
2653	2653	2653	crowd:downward_monotone					Tom doesn't want to live in an apartment.	Tom doesn't want to live in an old apartment.						entailment
2654	2654	2654	crowd:downward_monotone					Tom doesn't want to live in an old apartment.	Tom doesn't want to live in an apartment.						neutral
2655	2655	2655	crowd:downward_monotone:lexical_knowledge					Tom doesn't want to live in an apartment.	Tom doesn't want to live in a condo.						entailment
2656	2656	2656	crowd:downward_monotone					Tom doesn't want to live in an apartment.	Tom doesn't want to live in an urban apartment.						entailment
2657	2657	2657	crowd:downward_monotone					Tom doesn't want to live in an urban apartment.	Tom doesn't want to live in an apartment.						neutral
2658	2658	2658	crowd:downward_monotone:disjunction					Tom didn't want to play poker.	Tom didn't want to play poker or uno.						neutral
2659	2659	2659	crowd:downward_monotone:disjunction					Tom didn't want to play poker or uno.	Tom didn't want to play poker.						entailment
2660	2660	2660	crowd:downward_monotone:lexical_knowledge					I can't remember the melody of that song.	I can't remember the melody of that lyrics.						entailment
2661	2661	2661	crowd:downward_monotone:lexical_knowledge					I can't remember the melody of that song.	I can't remember the melody of that music.						entailment
2662	2662	2662	crowd:downward_monotone					I can't remember the melody of that song.	I can't remember the melody of that coldplay song.						entailment
2663	2663	2663	crowd:downward_monotone					I can't remember the melody of that song.	I can't remember the melody of that paragraph of song.						entailment
2664	2664	2664	crowd:downward_monotone:lexical_knowledge					I can't remember the melody of that song.	I can't remember the melody of that couplet.						entailment
2665	2665	2665	crowd:downward_monotone					She doesn't drive for fear of an accident.	She doesn't drive for fear of a bad accident.						entailment
2666	2666	2666	crowd:downward_monotone					She doesn't drive for fear of an accident.	She doesn't drive for  fear of a stupid accident.						entailment
2667	2667	2667	crowd:downward_monotone:lexical_knowledge					She doesn't drive for fear of an accident.	She doesn't drive for phobia of an accident.						entailment
2668	2668	2668	crowd:downward_monotone					I was only a seven-year-old girl at that time.	I was only a seven-year-old smart girl at that time.						entailment
2669	2669	2669	crowd:upward_monotone:lexical_knowledge					I was only a seven-year-old girl at that time.	I was only a seven-year-old child at that time.						entailment
2670	2670	2670	crowd:upward_monotone:lexical_knowledge					I was only a seven-year-old child at that time.	I was only a seven-year-old girl at that time.						neutral
2671	2671	2671	crowd:downward_monotone					The matter is of no importance.	The matter is of no big importance.						entailment
2672	2672	2672	crowd:downward_monotone					The matter is of no importance.	The matter is of no importance for us.						entailment
2673	2673	2673	crowd:downward_monotone					The matter is of no importance for us.	The matter is of no importance.						neutral
2674	2674	2674	crowd:downward_monotone					Every separation is a taste of death.	Every subsequent separation is a taste of death.						entailment
2675	2675	2675	crowd:downward_monotone					Every separation is a taste of death.	Every ensuring separation is a taste of death.						entailment
2676	2676	2676	crowd:downward_monotone					Every ensuring separation is a taste of death.	Every separation is a taste of death.						neutral
2677	2677	2677	crowd:downward_monotone					I won't answer questions.	I won't answer sensitive questions.						entailment
2678	2678	2678	crowd:downward_monotone					I won't answer sensitive questions.	I won't answer questions.						neutral
2679	2679	2679	crowd:downward_monotone:lexical_knowledge					Every harlot was a virgin once.	Every prostitute was a virgin once.						entailment
2680	2680	2680	crowd:downward_monotone:lexical_knowledge					Every harlot was a virgin once.	Every hooker was a virgin once.						entailment
2681	2681	2681	crowd:downward_monotone					Every harlot was a virgin once.	Every nice harlot was a virgin once.						entailment
2682	2682	2682	crowd:downward_monotone					Every harlot was a virgin once.	Every professional harlot was a virgin once.						entailment
2683	2683	2683	crowd:downward_monotone					This sentence has no authors.	This sentence has no recongnizable authors.						entailment
2684	2684	2684	crowd:downward_monotone					This sentence has no authors.	This sentence has no legitimate authors.						entailment
2685	2685	2685	crowd:downward_monotone:disjunction					This sentence has no authors.	This sentence has no writers or authors.						entailment
2686	2686	2686	crowd:downward_monotone					This sentence has no authors.	This sentence has no certified authors.						entailment
2687	2687	2687	crowd:downward_monotone					Tom doesn't have hairy arms.	Tom doesn't have hairy black arms.						entailment
2688	2688	2688	crowd:downward_monotone					Tom doesn't have hairy black arms.	Tom doesn't have hairy arms.						neutral
2689	2689	2689	crowd:downward_monotone					She hasn't got a lot of food to give.	She hasn't got a lot of chocolates to give.						entailment
2690	2690	2690	crowd:downward_monotone					She hasn't got a lot of chocolates to give.	She hasn't got a lot of food to give.						neutral
2691	2691	2691	crowd:downward_monotone:conjunction					I want to avoid unnecessary risks.	I want to avoid unnecessary risks and misfortunes.						entailment
2692	2692	2692	crowd:downward_monotone					He doesn't speak Japanese at home.	He doesn't speak Japanese with his wife at home.						entailment
2693	2693	2693	crowd:downward_monotone					He doesn't speak Japanese with his wife at home.	He doesn't speak Japanese at home.						neutral
2694	2694	2694	crowd:downward_monotone					He doesn't speak Japanese at home.	He doesn't speak Japanese after work at home.						entailment
2695	2695	2695	crowd:downward_monotone					He doesn't speak Japanese after work at home.	He doesn't speak Japanese at home.						neutral
2696	2696	2696	crowd:downward_monotone					I'm in no position to help you.	I'm in no correct position to help you.						entailment
2697	2697	2697	crowd:downward_monotone					I'm in no correct position to help you.	I'm in no position to help you.						neutral
2698	2698	2698	crowd:downward_monotone					I don't eat apple cores.	I don't eat ripe apple cores.						entailment
2699	2699	2699	crowd:downward_monotone					I don't eat ripe apple cores.	I don't eat apple cores.						neutral
2700	2700	2700	crowd:downward_monotone:disjunction					I don't eat apple cores.	I don't eat red or green apple cores.						entailment
2701	2701	2701	crowd:downward_monotone:disjunction					I don't eat red or green apple cores.	I don't eat apple cores.						neutral
2702	2702	2702	crowd:downward_monotone					Tom has never been in trouble in his life.	Tom has never been in such trouble in his life.						entailment
2703	2703	2703	crowd:downward_monotone:npi					Tom has never been in trouble in his life.	Tom has never been in any trouble in his life.						entailment
2704	2704	2704	crowd:downward_monotone					Tom has never been in trouble in his life.	Tom has never been in important trouble in his life.						entailment
2705	2705	2705	crowd:downward_monotone					Bad weather is no obstacle.	Bad weather is no bad obstacle.						entailment
2706	2706	2706	crowd:downward_monotone					Bad weather is no obstacle.	Bad weather is no impassable obstacle yet.						entailment
2707	2707	2707	crowd:downward_monotone					Bad weather is no obstacle.	Bad weather is no serious obstacle.						entailment
2708	2708	2708	crowd:downward_monotone:lexical_knowledge					Bad weather is no obstacle.	Bad weather is no problem.						entailment
2709	2709	2709	crowd:downward_monotone:lexical_knowledge					Bad weather is no obstacle.	Bad weather is no impediment.						entailment
2710	2710	2710	crowd:downward_monotone					Bad weather is no obstacle.	Bad weather is no obstacle for us.						entailment
2711	2711	2711	crowd:downward_monotone					Bad weather is no obstacle.	Bad weather is no obstacle to visit that museum.						entailment
2712	2712	2712	crowd:downward_monotone					Bad weather is no obstacle to visit that museum.	Bad weather is no obstacle.						neutral
2713	2713	2713	crowd:downward_monotone					I don't play pool.	I don't play 8 ball pool.						entailment
2714	2714	2714	crowd:downward_monotone					I don't play 8 ball pool.	I don't play pool.						neutral
2715	2715	2715	crowd:downward_monotone:conjunction					I don't play pool.	I don't play smooth and striped pool.						entailment
2716	2716	2716	crowd:downward_monotone:conjunction					I don't play smooth and striped pool.	I don't play pool.						neutral
2717	2717	2717	crowd:downward_monotone					Tom said he didn't drink coffee.	Tom said he didn't drink black coffee.						entailment
2718	2718	2718	crowd:downward_monotone					Tom said he didn't drink black coffee.	Tom said he didn't drink coffee.						neutral
2719	2719	2719	crowd:downward_monotone					Tom didn't move an inch.	Tom didn't move an inch from where he was.						entailment
2720	2720	2720	crowd:downward_monotone					Tom didn't move an inch.	Tom didn't move an inch from his house.						entailment
2721	2721	2721	crowd:downward_monotone					Tom didn't move an inch from his house.	Tom didn't move an inch.						neutral
2722	2722	2722	crowd:downward_monotone					Tom didn't move an inch.	Tom didn't move an inch from where he was waiting for you.						entailment
2723	2723	2723	crowd:downward_monotone					Tom didn't move an inch from where he was waiting for you.	Tom didn't move an inch.						neutral
2724	2724	2724	crowd:downward_monotone					My brother doesn't like the taste of sea urchin.	My brother doesn't like the taste of sea red urchin.						entailment
2725	2725	2725	crowd:downward_monotone					My brother doesn't like the taste of sea red urchin.	My brother doesn't like the taste of sea urchin.						neutral
2726	2726	2726	crowd:downward_monotone					My brother doesn't like the taste of sea urchin.	My brother doesn't like the taste of sea urchins in all oceans.						entailment
2727	2727	2727	crowd:upward_monotone:conjunction					All boys like to play baseball.	All boys and girls like to play baseball.						neutral
2728	2728	2728	crowd:upward_monotone:conjunction					All boys and girls like to play baseball.	All boys like to play baseball.						entailment
2729	2729	2729	crowd:downward_monotone					She doesn't speak Japanese at home.	She doesn't speak Japanese at home yet.						entailment
2730	2730	2730	crowd:downward_monotone:npi					I don't drink coffee at all.	I don't drink black coffee at all.						entailment
2731	2731	2731	crowd:downward_monotone:npi					I don't drink black coffee at all.	I don't drink coffee at all.						neutral
2732	2732	2732	crowd:downward_monotone:npi					I don't drink coffee at all.	I don't drink coffee with biscuits at all.						entailment
2733	2733	2733	crowd:downward_monotone:npi					I don't drink coffee with biscuits at all.	I don't drink coffee at all.						neutral
2734	2734	2734	crowd:downward_monotone					Tom doesn't like jazz.	Tom doesn't like jazz vocals.						entailment
2735	2735	2735	crowd:downward_monotone					Tom doesn't like jazz vocals.	Tom doesn't like jazz.						neutral
