Pair_id	SentenceA	SentenceB	SICK_original_label	corrected_label
4776	There is no boy playing guitar	A boy is playing guitar	AcBBcA	AcBBcA
4778	A little girl is playing a guitar	A little boy is playing a guitar	AnBBnA	AcBBcA
4779	A young boy is playing a guitar	A boy is playing guitar	AeBBnA	AeBBnA
4781	A little boy is playing a guitar	A guitar is being played by a boy	AeBBnA	AeBBnA
4783	A little boy is playing a guitar	A boy is playing guitar	AeBBnA	AeBBnA
4785	A woman is opening a soda and drinking it	A man is opening a soda and drinking it	AnBBnA	AcBBcA
4787	There is no woman riding on an elephant	A woman is riding on an elephant	AcBBcA	AcBBcA
4793	A boy is playing a guitar	A boy is playing an instrument	AeBBnA	AeBBnA
4794	A boy is playing a guitar	A boy is not playing a guitar	AcBBcA	AcBBcA
4796	There is no kid playing guitar	A kid is playing guitar	AcBBcA	AcBBcA
4797	A boy is playing a guitar	A guitar is being played by a kid	AeBBnA	AeBBnA
4801	A boy is playing a guitar	A kid is playing guitar	AeBBnA	AeBBnA
4803	There is no monkey teasing a dog at the zoo	A monkey is teasing a dog at the zoo	AcBBcA	AcBBcA
4806	There is no monkey pulling a dog's tail	A monkey is pulling a dog's tail	AcBBcA	AcBBcA
4815	A person is slicing some ginger	A person is cutting some ginger	AeBBeA	AeBBnA
4816	There is no person cutting some ginger	A person is cutting some ginger	AcBBcA	AcBBcA
4818	There is no person slicing an onion	A person is slicing an onion	AcBBcA	AcBBcA
4825	A man is not cutting a potato	A man is cutting a potato	AcBBcA	AcBBcA
4826	A man is slicing a potato into pieces	A man is cutting a potato into pieces	AeBBeA	AeBBnA
4827	A man is slicing a potato into pieces	There is no man slicing a potato into pieces	AcBBcA	AcBBcA
4828	A man is cutting a potato into pieces	A man is cutting a potato	AeBBnA	AeBBnA
4832	A man is slicing a potato into pieces	A man is cutting a potato	AeBBnA	AeBBnA
4834	There is no girl filing her nails	A girl is filing her nails	AcBBcA	AcBBcA
4843	A man is opening a box with a knife	There is no man opening a box with a knife	AcBBcA	AcBBcA
4852	A band is not playing some instruments	A band is playing some instruments	AcBBcA	AcBBcA
4854	A man is playing an electronic keyboard	There is no man playing an electronic keyboard	AcBBcA	AcBBcA
4861	A man is not dancing	A man is dancing	AcBBcA	AcBBcA
4862	A woman is exercising	A person is exercising	AeBBnA	AeBBnA
4863	A woman is exercising	There is no woman exercising	AcBBcA	AcBBcA
4869	A woman is cutting potatoes	A woman is slicing potatoes	AeBBeA	AnBBeA
4870	A woman is cutting potatoes	There is no woman cutting potatoes	AcBBcA	AcBBcA
4872	A woman is not slicing carrots	A woman is slicing carrots	AcBBcA	AcBBcA
4879	There is no man mixing vegetables in a pot	A man is mixing vegetables in a pot	AcBBcA	AcBBcA
4880	A person is stirring vegetables in a pot	A person is stirring vegetables in a bowl	AeBBnA	AnBBnA
4881	A person is not stirring vegetables in a pot	A person is stirring vegetables in a pot	AcBBcA	AcBBcA
4884	Vegetables are being mixed in a pot by a man	A person is stirring vegetables in a pot	AeBBnA	AeBBnA
4886	A man is mixing vegetables in a pot	A person is stirring vegetables in a pot	AeBBnA	AeBBnA
4887	A man is doing pull-ups	A man is doing exercises	AeBBnA	AeBBnA
4888	A man is doing pull-ups	There is no man doing pull-ups	AcBBcA	AcBBcA
4889	The man is doing exercises in a gym	The man is exercising	AeBBnA	AeBBnA
4890	The man is not exercising	The man is exercising	AcBBcA	AcBBcA
4895	A man is doing pull-ups	The man is exercising	AeBBnA	AeBBnA
4897	There is no man carrying a woman	A man is carrying a woman	AcBBcA	AcBBcA
4898	A man is sharpening a knife	A man is sharpening a weapon	AeBBnA	AeBBnA
4899	There is no man sharpening a knife	A man is sharpening a knife	AcBBcA	AcBBcA
4906	A baby is not crawling happily	A baby is crawling happily	AcBBcA	AcBBcA
4907	A cat is walking on the parquet	A cat is walking on a hardwood floor	AeBBnA	AeBBnA
4908	A cat is walking on a hardwood floor	There is no cat walking on a hardwood floor	AcBBcA	AcBBcA
4916	A man is singing and playing a guitar	A man is singing and playing a musical instrument	AeBBnA	AeBBnA
4917	A man is singing and playing a guitar	There is no man singing and playing a guitar	AcBBcA	AcBBcA
4923	A person is cutting garlic into pieces with a knife	A person is slicing garlic into pieces with a knife	AeBBeA	AnBBeA
4924	A person is not cutting garlic into pieces with a knife	A person is cutting garlic into pieces with a knife	AcBBcA	AcBBcA
4925	Someone is putting ingredients into a wok	Someone is putting ingredients into a pan	AeBBnA	AeBBnA
4926	Someone is putting ingredients into a wok	Someone is not putting ingredients into a wok	AcBBcA	AcBBcA
4936	The military officer is barking at the recruits	The military officer is not barking at the recruits	AcBBcA	AcBBcA
4941	The military officer is barking at the recruits	An officer is talking to the soldiers	AeBBnA	AeBBnA
4944	The military officer is barking at the recruits	An officer is talking to the recruits	AeBBnA	AeBBnA
4946	A baby elephant is not eating a small tree	A baby elephant is eating a small tree	AcBBcA	AcBBcA
4947	A little girl is selling a scooter	A little girl is peddling a scooter	AnBBnA	AnBBeA
4948	There is no little girl peddling a scooter	A little girl is peddling a scooter	AcBBcA	AcBBcA
4954	A child is walking down the street and a jeep is pulling up	A child is walking down the street and a jeep is stopping	AeBBnA	AeBBnA
4955	A child is walking down the street and a jeep is pulling up	A child is walking down the street and a jeep is not pulling up	AcBBcA	AcBBcA
4956	A man in a car is pulling up beside a woman who is walking along the street	A man in a car is pulling up beside a woman that is who along a road	AeBBnA	AeBBnA
4964	A woman is not chopping garlic	A woman is chopping garlic	AcBBcA	AcBBcA
4965	A woman is cutting a fish	A woman is slicing a fish	AeBBeA	AnBBeA
4966	A woman is slicing a fish	There is no woman slicing a fish	AcBBcA	AcBBcA
4972	An onion is being chopped	An onion is being sliced	AeBBnA	AeBBnA
4973	An onion is being sliced	An onion is not being sliced	AcBBcA	AcBBcA
4974	Someone is holding a hedgehog	Someone is holding a small animal	AeBBnA	AeBBnA
4975	Nobody is holding a hedgehog	Someone is holding a hedgehog	AcBBcA	AcBBcA
4982	There is no woman frying something	A woman is frying something	AcBBcA	AcBBcA
4991	A man is reading an email	There is no man reading an email	AcBBcA	AcBBcA
4993	A person is peeling a banana	A person is not peeling a banana	AcBBcA	AcBBcA
5000	A big cat is opening a plastic drawer with its paws and is jumping inside	A small cat is opening a plastic drawer with its paws and jumping inside	AnBBnA	AcBBcA
5001	A cat is opening a drawer and jumping inside	A cat is opening a drawer and climbing inside	AeBBnA	AeBBnA
5003	A big cat is opening a plastic drawer with its paws and is jumping inside	A cat is opening a drawer and jumping inside	AeBBnA	AeBBnA
5005	A big cat is opening a drawer made of plastic with its paws and is jumping inside	A cat is opening a drawer and climbing inside	AeBBnA	AeBBnA
5006	A small cat is opening a plastic drawer with its paws and jumping inside	A cat is opening a drawer and climbing inside	AeBBnA	AeBBnA
5007	A big cat is opening a plastic drawer with its paws and is jumping inside	A cat is opening a drawer and climbing inside	AeBBnA	AeBBnA
5008	A man is cutting an onion	A man is chopping an onion	AeBBeA	AnBBeA
5009	There is no man cutting an onion	A man is cutting an onion	AcBBcA	AcBBcA
5011	A woman is slicing an onion	There is no woman slicing an onion	AcBBcA	AcBBcA
5021	The woman is not putting makeup on the man	The woman is putting makeup on the man	AcBBcA	AcBBcA
5022	A woman is painting a man's face	Makeup is being put on the man by the woman	AeBBeA	AeBBnA
5027	The woman is putting makeup on the man	A woman is painting a man's face	AeBBnA	AeBBnA
5028	The man is speaking on the phone	The man is talking on the phone	AeBBeA	AeBBeA
5029	The man is not talking on the phone	The man is talking on the phone	AcBBcA	AcBBcA
5030	The man is talking on the telephone	The man is speaking on the telephone	AeBBeA	AeBBeA
5031	The man is talking on the telephone	The man isn't talking on the telephone	AcBBcA	AcBBcA
5038	The man is talking on the telephone	The man is talking on the phone	AeBBeA	AeBBeA
5039	A man is slicing onions	A man is cutting onions	AeBBeA	AeBBnA
5040	There is no man cutting onions	A man is cutting onions	AcBBcA	AcBBcA
5042	A woman is cutting an onion	There is no woman cutting an onion	AcBBcA	AcBBcA
5049	A man is not cutting an onion	A man is cutting an onion	AcBBcA	AcBBcA
5051	A man is opening a door	There is no man opening a door	AcBBcA	AcBBcA
5058	There is no man cutting a potato	A man is cutting a potato	AcBBcA	AcBBcA
5059	A man is chopping a potato	A man is slicing a potato	AeBBnA	AeBBnA
5060	A man is slicing a potato	There is no man slicing a potato	AcBBcA	AcBBcA
5061	A man is chopping a potato	A man is cutting a potato	AeBBeA	AeBBnA
5065	A man is slicing a potato	A man is cutting a potato	AeBBeA	AeBBnA
5067	A man is playing the guitar	A man is not playing the guitar	AcBBcA	AcBBcA
5068	A woman is frying something in a pan	A woman is cooking something in a pan	AeBBnA	AeBBnA
5069	A woman is frying something in a pan	There is no woman frying something in a pan	AcBBcA	AcBBcA
5076	A man is playing the piano	There is no man playing the piano	AcBBcA	AcBBcA
5078	A woman is playing the violin	There is no woman playing the violin	AcBBcA	AcBBcA
5084	A man is fishing in the river	A man is fishing in the stream	AnBBnA	AeBBnA
5085	A man is fishing in the river	There is no man fishing in the river	AcBBcA	AcBBcA
5093	A man is loading a rifle with bullets	A man is loading a weapon with bullets	AeBBnA	AeBBnA
5094	A man is loading a rifle with bullets	There is no man loading a rifle with bullets	AcBBcA	AcBBcA
5095	A woman is seasoning a ham	A woman is seasoning a piece of meat	AeBBnA	AeBBnA
5105	A chef is preparing a meal	There is no chef preparing a meal	AcBBcA	AcBBcA
5106	A chef is cooking a meal	A chef is preparing some food	AeBBnA	AeBBnA
5108	A chef is preparing a meal	Some food is being prepared by a chef	AeBBnA	AeBBnA
5111	A man is riding a water toy in the water	A man is playing with a water toy in the water	AeBBnA	AeBBnA
5112	A man is riding a water toy in the water	There is no man riding a water toy in the water	AcBBcA	AcBBcA
5113	Two sumo ringers are fighting	Two sumo wrestlers are fighting	AeBBeA	AeBBeA
5114	Two sumo ringers are not fighting	Two sumo ringers are fighting	AcBBcA	AcBBcA
5121	There is no person playing a piano	A person is playing a piano	AcBBcA	AcBBcA
5123	A person is slicing a potato	There is no person slicing a potato	AcBBcA	AcBBcA
5130	A man is sprinkling shredded cheese on a pizza	There is no man sprinkling shredded cheese on a pizza	AcBBcA	AcBBcA
5135	A man is sprinkling cheese on a pizza	A man is putting some cheese on a pizza	AeBBnA	AeBBnA
5139	There is no man doing a card trick	A man is doing a card trick	AcBBcA	AcBBcA
5140	A man is having fun with water	A man is playing with water	AeBBnA	AeBBnA
5141	A man is playing with water	A man is not playing with water	AcBBcA	AcBBcA
5147	A man is buttering a piece of bread	A man is buttering a slice of bread	AeBBeA	AeBBeA
5148	A man is buttering a piece of bread	A woman is buttering a piece of bread	AnBBnA	AcBBcA
5149	A lemur is hanging on a cord	A lemur is hanging on a rope	AeBBnA	AeBBeA
5150	A lemur is hanging on a cord	There is no lemur hanging on a cord	AcBBcA	AcBBcA
5156	A woman is putting a baby in a waste bin	A woman is putting a child in a waste bin	AeBBnA	AeBBnA
5158	The woman is poking holes in the potato	The woman is poking a potato	AeBBnA	AeBBnA
5166	There is no man pouring cleaner into the sink	A man is pouring cleaner into the sink	AcBBcA	AcBBcA
5168	The man is not playing the drums	The man is playing the drums	AcBBcA	AcBBcA
5175	There is no woman deep frying food	A woman is deep frying food	AcBBcA	AcBBcA
5177	A woman is not frying some food	A woman is frying some food	AcBBcA	AcBBcA
5178	A woman is deep frying food	Some food is being fried by a woman	AeBBnA	AeBBnA
5182	A woman is deep frying food	A woman is frying some food	AeBBnA	AeBBnA
5185	A woman is pouring eggs into a frying pan	A woman is pouring eggs into a pan	AeBBnA	AeBBnA
5192	A baby is talking	A child is talking	AeBBnA	AeBBnA
5193	There is no baby talking	A baby is talking	AcBBcA	AcBBcA
5194	A boy is saying a word	A boy is saying something	AeBBnA	AeBBnA
5198	A boy is saying a word	A child is talking	AeBBnA	AeBBnA
5204	The woman is not putting pasta into a dish	The woman is putting pasta into a dish	AcBBcA	AcBBcA
5210	A man is riding a motorcycle	A man is riding a motorbike	AeBBeA	AnBBeA
5211	There is no man riding a motorcycle	A man is riding a motorcycle	AcBBcA	AcBBcA
5212	The men are playing soccer	The men are playing with a ball	AeBBnA	AeBBnA
5213	The men are not playing soccer	The men are playing soccer	AcBBcA	AcBBcA
5219	A dog is looking around	An animal is looking around	AeBBnA	AeBBnA
5220	A dog is looking around	There is no dog looking around	AcBBcA	AcBBcA
5228	A tiger cub is roaring	A tiger cub is making a sound	AeBBnA	AeBBnA
5229	A tiger cub is making a sound	There is no tiger cub making a sound	AcBBcA	AcBBcA
5230	A tiger is walking around	A tiger is strolling around	AeBBeA	AnBBeA
5231	A tiger is walking around	A tiger is not walking around	AcBBcA	AcBBcA
5237	A woman is frying meat	A woman is frying food	AeBBnA	AeBBnA
5238	A woman is frying meat	A woman is not frying meat	AcBBcA	AcBBcA
5240	A woman is placing food in a pot of hot water	A woman is placing food in a pot of cold water	AcBBcA	AcBBcA
5247	A woman is playing the trumpet	A man is playing the trumpet	AnBBcA	AcBBcA
5248	Someone is playing with a toad	Someone is playing with a frog	AnBBnA	AeBBeA
5249	Nobody is playing with a toad	Someone is playing with a toad	AcBBcA	AcBBcA
5257	The person is riding the horse	The person is riding the animal	AeBBnA	AeBBnA
5258	The person is riding the horse	The person is not riding the horse	AcBBcA	AcBBcA
5259	A man is riding a horse	The person is riding the animal	AeBBnA	AeBBnA
5261	A horse is being ridden by a man	The person is riding the horse	AeBBnA	AeBBnA
5263	A man is riding a horse	The person is riding the horse	AeBBnA	AeBBnA
5265	A person is not folding a piece of paper	A person is folding a piece of paper	AcBBcA	AcBBcA
5266	Somebody is folding a piece of paper	Someone is folding a piece of paper	AeBBeA	AeBBeA
5267	Someone is folding a piece of paper	Nobody is folding a piece of paper	AcBBcA	AcBBcA
5268	Somebody is folding a piece of paper	A person is folding a piece of paper	AeBBeA	AcBBcA
5269	Nobody is folding a piece of paper	A person is folding a piece of paper	AcBBcA	AcBBcA
5272	A person is folding a piece of paper	Someone is folding a piece of paper	AeBBeA	AcBBcA
5274	There is no girl communicating with sign language	A girl is communicating with sign language	AcBBcA	AcBBcA
5276	A young boy is using sign language	A young girl is using sign language	AnBBnA	AcBBcA
5277	Sign language is being used by a young girl	A girl is communicating with sign language	AeBBnA	AeBBnA,
5279	A young girl is using sign language	A girl is using sign language	AeBBnA	AeBBnA
5283	A bunny is playing with a stuffed bunny	There is no bunny playing with a stuffed bunny	AcBBcA	AcBBcA
5284	A rabbit is playing with a toy rabbit	A rabbit is playing with a toy	AeBBnA	AeBBnA
5285	There is no rabbit playing with a toy rabbit	A rabbit is playing with a toy rabbit	AcBBcA	AcBBcA
5286	A bunny is playing with a stuffed bunny	A rabbit is playing with a toy	AeBBnA	AeBBnA,
5290	A bunny is playing with a stuffed bunny	A rabbit is playing with a toy rabbit	AeBBnA	AeBBnA
5291	A man is jumping rope in a field	A man is jumping rope outside	AeBBnA	AeBBnA
5292	A man is jumping rope outside	A woman is jumping rope outside	AnBBnA	AcBBcA
5293	A woman is slicing a cucumber	A person is slicing a cucumber	AeBBnA	AeBBnA
5294	A woman is not slicing a cucumber	A woman is slicing a cucumber	AcBBcA	AcBBcA
5301	There is no man slicing potatoes	A man is slicing potatoes	AcBBcA	AcBBcA
5303	The man is not slicing a potato	The man is slicing a potato	AcBBcA	AcBBcA
5308	A man is slicing potatoes	The man is slicing a potato	AeBBnA	AeBBnA
5310	There is no girl playing a flute	A girl is playing a flute	AcBBcA	AcBBcA
5312	A girl is playing a wind instrument	A boy is playing a wind instrument	AnBBnA	AcBBcA
5313	A girl is playing a flute	A wind instrument is being played by a girl	AeBBnA	AeBBnA
5315	A flute is being played by a girl	A girl is playing a wind instrument	AeBBnA	AeBBnA
5317	A girl is playing a flute	A girl is playing a wind instrument	AeBBnA	AeBBnA
5319	A person is playing a keyboard	A person is not playing a keyboard	AcBBcA	AcBBcA
5321	Someone is playing piano	Someone is not playing piano	AcBBcA	AcBBcA
5326	Someone is playing piano	A person is playing a keyboard	AeBBnA	AeBBnA
5328	A man is diving into a pool	A woman is diving into a pool	AnBBnA	AcBBcA
5331	A man is diving into a pool	A man is diving into the water	AeBBnA	AeBBnA
5334	A woman is diving into a pool	A man is diving into a pool	AnBBnA	AcBBcA
5336	The man is adding seasoning to the water in a bowl	Seasoning is being added to the water by the man	AeBBnA	AeBBnA
5338	The man is seasoning the sausages	The man is seasoning the meat	AeBBnA	AeBBnA
5339	The man is not seasoning the sausages	The man is seasoning the sausages	AcBBcA	AcBBcA
5348	A man is playing a large flute	A man is playing a small flute	AnBBnA	AcBBcA
5349	A large flute is being played by a man	A man is playing a flute	AeBBnA	AeBBnA
5350	A man is playing a small flute	A man is playing a flute	AeBBnA	AeBBnA
5351	A man is playing a large flute	A flute is being played by a man	AeBBnA	AeBBnA
5353	A man is playing a large flute	A man is playing a flute	AeBBnA	AeBBnA
5355	A woman is peeling a potato	A woman is not peeling a potato	AcBBcA	AcBBcA
5357	The lady is peeling the potato	There is no lady peeling the potato	AcBBcA	AcBBcA
5362	The lady is peeling the potato	A woman is peeling a potato	AeBBeA	AeBBnA
5366	A man is riding a scooter	A man is not riding a scooter	AcBBcA	AcBBcA
5372	A man is playing the guitar	A man is playing the instrument	AeBBnA	AeBBnA
5375	A woman is not slicing an octopus	A woman is slicing an octopus	AcBBcA	AcBBcA
5382	A man is not playing the drums	A man is playing the drums	AcBBcA	AcBBcA
5390	A man is putting some food in a box	A man is putting some food in a container	AeBBeA	AeBBnA
5392	The man is putting chicken into the box	The man is putting chicken into the container	AeBBnA	AeBBnA
5393	The man is not putting chicken into the container	The man is putting chicken into the container	AcBBcA	AcBBcA
5394	The man is putting chicken into the box	A man is putting some food in a box	AeBBnA	AeBBnA
5396	The man is putting chicken into the container	A man is putting some food in a container	AeBBnA	AeBBnA
5398	The man is putting chicken into the container	A man is putting some food in a box	AeBBnA	AeBBnA
5402	A woman is placing skewers onto a rack	There is no woman placing skewers onto a rack	AcBBcA	AcBBcA
5409	A baby is not playing a guitar	A baby is playing a guitar	AcBBcA	AcBBcA
5410	The little boy is singing and playing the guitar	The little kid is singing and playing the guitar	AeBBnA	AeBBnA
5411	The little boy is singing and playing the guitar	The little boy is not singing and playing the guitar	AcBBcA	AcBBcA
5412	The little kid is singing and playing the guitar	A baby is playing a guitar	AeBBnA	AnBBnA
5417	A man is passionately playing a guitar in front of an audience	A person is passionately playing a guitar in front of an audience	AeBBnA	AeBBnA
5418	A man is passionately playing a guitar in front of an audience	A woman is passionately playing a guitar in front of an audience	AnBBnA	AcBBcA
5419	A woman is peeling a potato	A woman is peeling food	AeBBnA	AeBBnA
5426	A man is reading the email	A person is reading the email	AeBBnA	AeBBnA
5427	There is no man reading the email	A man is reading the email	AcBBcA	AcBBcA
5428	Someone is checking the email	Someone is reading the email	AeBBnA	AeBBnA
5429	Someone is reading the email	Someone is not reading the email	AcBBcA	AcBBcA
5430	A man is reading the email	Someone is checking the email	AeBBnA	AeBBnA
5432	Someone is reading the email	A person is reading the email	AeBBeA	AcBBcA
5434	A man is reading the email	Someone is reading the email	AeBBnA	AeBBnA
5435	Two baby pandas are playing	Two cubs are playing	AeBBnA	AeBBnA
5438	Two pandas are not lying together	Two pandas are lying together	AcBBcA	AcBBcA
5440	Two baby pandas are playing	Two pandas are not lying together	AeBBnA	AnBBnA
5445	A woman is cooking fish	There is no woman cooking fish	AcBBcA	AcBBcA
5447	A woman is frying fish	A woman is not frying fish	AcBBcA	AcBBcA
5448	Fish is being fried by a woman	A woman is cooking fish	AeBBnA	AeBBnA
5450	A woman is frying fish	Fish is being cooked by a woman	AeBBnA	AeBBnA
5452	A woman is frying fish	A woman is cooking fish	AeBBnA	AeBBnA
5453	A man is playing a flute	A man is playing an instrument	AeBBnA	AeBBnA
5454	A man is playing a flute	A man is not playing a flute	AcBBcA	AcBBcA
5456	A woman is playing the flute	A man is playing the flute	AnBBnA	AcBBcA
5458	A man is playing a flute	A man is playing the flute	AeBBeA	AeBBeA
5461	A woman is playing the flute	A man is playing a flute	AnBBnA	AcBBcA
5462	A boy is mowing the lawn	A guy is mowing the lawn	AeBBnA	AeBBnA
5463	A guy is mowing the lawn	There is no guy mowing the lawn	AcBBcA	AcBBcA
5465	There is no man mowing grass	A man is mowing grass	AcBBcA	AcBBcA
5471	A person is frying meat in a pan	A person is frying food in a pan	AeBBnA	AeBBnA
5472	A person is frying meat in a pan	A person is not frying meat in a pan	AcBBcA	AcBBcA
5474	A person is not holding a skunk	A person is holding a skunk	AcBBcA	AcBBcA
5480	The lady is cracking an egg into a bowl	The lady is cracking an egg into a dish	AeBBcA	AeBBnA
5482	The man is cracking eggs into a bowl	The person is cracking eggs into a bowl	AeBBnA	AeBBnA
5483	The woman is cracking eggs into a bowl	The man is cracking eggs into a bowl	AnBBnA	AcBBcA
5484	The lady is cracking an egg into a bowl	The person is cracking eggs into a bowl	AeBBnA	AeBBnA
5485	The woman is cracking eggs into a bowl	The lady is cracking an egg into a bowl	AeBBnA	AeBBnA
5489	A man is cutting tomatoes	A man is slicing tomatoes	AeBBeA	AnBBeA
5490	There is no man cutting tomatoes	A man is cutting tomatoes	AcBBcA	AcBBcA
5492	A woman is not cutting broccoli	A woman is cutting broccoli	AcBBcA	AcBBcA
5498	A woman is cutting a lemon	A woman is cutting fruit	AeBBnA	AeBBnA
5499	A woman is cutting a lemon	A man is cutting a lemon	AnBBnA	AcBBcA
5500	A woman is firing a rifle	A woman is firing a weapon	AeBBnA	AeBBnA
5501	There is no woman firing a rifle	A woman is firing a rifle	AcBBcA	AcBBcA
5509	A man is playing the drums	A man is playing the instrument	AeBBnA	AeBBnA
5510	A man is playing the drums	A woman is playing the drums	AnBBnA	AcBBcA
5511	A man is playing guitar	A man is playing the instrument	AeBBnA	AeBBnA
5516	A man is drawing on a digital dry erase board	A man is drawing on a board	AeBBnA	AeBBnA
5517	A man is not drawing on a digital dry erase board	A man is drawing on a digital dry erase board	AcBBcA	AcBBcA
5518	A man is drawing some figures	A person is drawing some figures	AeBBnA	AeBBnA
5525	A woman is cutting onions	A woman is chopping onions	AeBBeA	AnBBeA
5526	A woman is cutting onions	There is no woman cutting onions	AcBBcA	AcBBcA
5527	A woman is slicing tofu	A woman is cutting tofu	AeBBeA	AeBBnA
5528	A woman is cutting tofu	A woman is not cutting tofu	AcBBcA	AcBBcA
5534	A group of people are dancing at a concert	A group of people are dancing in a show	AeBBnA	AeBBnA
5535	A group of people are not dancing at a concert	A group of people are dancing at a concert	AcBBcA	AcBBcA
5536	A group of people are marching	A group of people are walking	AeBBnA	AeBBnA
5543	A man is working on the laptop	A man is working on the computer	AeBBnA	AeBBnA
5544	There is no man working on the laptop	A man is working on the laptop	AcBBcA	AcBBcA
5545	The man is feeding the snake with a mouse	The man is feeding the snake with an animal	AeBBnA	AeBBnA
5546	The man is feeding the snake with a mouse	The man is not feeding the snake with a mouse	AcBBcA	AcBBcA
5552	A boy is playing on a toy phone	A boy is playing on a toy	AeBBnA	AeBBnA
5553	A girl is playing on a toy phone	A boy is playing on a toy phone	AnBBnA	AcBBcA
5554	The man is aiming a gun	The man is handling a gun	AeBBnA	AeBBnA
5562	There is no girl riding a horse	A girl is riding a horse	AcBBcA	AcBBcA
5563	The girl is trotting on the horse	The person is trotting on the horse	AeBBnA	AeBBnA
5564	The boy is trotting on the horse	The girl is trotting on the horse	AnBBcA	AcBBcA
5567	The girl is trotting on the horse	A horse is being ridden by a girl	AeBBnA	AeBBnA
5569	The girl is trotting on the horse	A girl is riding a horse	AeBBnA	AeBBnA
5570	A man is breaking a slab of concrete with a sledge hammer	A man is breaking a block of concrete with a sledge hammer	AeBBeA	AeBBnA
5571	A man is breaking a slab of concrete with a sledge hammer	There is no man breaking a slab of concrete with a sledge hammer	AcBBcA	AcBBcA
5572	The man is using a sledgehammer to break a concrete block that is on another man	The man is using a sledgehammer to break a concrete block that is on another person	AeBBnA	AeBBnA
5574	The man is using a sledgehammer to break a concrete block that is on another person	A man is breaking a slab of concrete with a sledge hammer	AeBBnA	AeBBnA
5576	The man is using a sledgehammer to break a concrete block that is on another man	A man is breaking a block of concrete with a sledge hammer	AeBBnA	AeBBnA
5578	The man is using a sledgehammer to break a concrete block that is on another man	A man is breaking a slab of concrete with a sledge hammer	AeBBnA	AeBBnA
5579	A dog is barking at a ball	An animal is barking at a ball	AeBBnA	AeBBnA
5580	A dog is barking at a ball	There is no dog barking at a ball	AcBBcA	AcBBcA
5581	A dog is swimming after a tennis ball	A dog is swimming after a ball	AeBBnA	AeBBnA
5589	A girl is eating a cupcake	A boy is eating a cupcake	AnBBnA	AcBBcA
5591	A woman is eating a cupcake	A woman is not eating a cupcake	AcBBcA	AcBBcA
5596	A girl is eating a cupcake	A woman is eating a cupcake	AnBBnA	AeBBnA
5597	A man is talking	A man is speaking	AeBBeA	AeBBeA
5598	A man is speaking	There is no man speaking	AcBBcA	AcBBcA
5599	A man is spitting	A person is spitting	AeBBnA	AeBBnA
5600	There is no man spitting	A man is spitting	AcBBcA	AcBBcA
5606	A man is playing keyboards	A man is playing an instrument	AeBBnA	AeBBnA
5607	A man is playing keyboards	A man is not playing keyboards	AcBBcA	AcBBcA
5615	A man is cutting a boot with a sword	A man is cutting a boot with a blade	AeBBeA	AeBBeA
5616	A man is cutting a boot with a sword	There is no man cutting a boot with a sword	AcBBcA	AcBBcA
5617	A person is severing the toe of an empty leather boot with a sword	A man is severing the toe of an empty leather boot with a sword	AeBBeA	AnBBeA
5618	A man is severing the toe of an empty leather boot with a sword	A woman is severing the toe of an empty leather boot with a sword	AcBBnA	AcBBcA
5619	A person is severing the toe of an empty leather boot with a sword	A man is cutting a boot with a sword	AeBBnA	AnBBnA
5620	A woman is severing the toe of an empty leather boot with a sword	A man is cutting a boot with a sword	AeBBnA	AnBBnA
5621	A man is severing the toe of an empty leather boot with a sword	A man is cutting a boot with a blade	AeBBnA	AeBBnA
5623	A man is severing the toe of an empty leather boot with a sword	A man is cutting a boot with a sword	AeBBnA	AeBBnA
5627	A man is wiping the edge of a bowl	There is no man wiping the edge of a bowl	AcBBcA	AcBBcA
5635	A young boy is singing and playing a guitar	A kid is singing and playing a guitar	AeBBnA	AeBBnA
5636	A young boy is singing and playing a guitar	There is no young boy singing and playing a guitar	AcBBcA	AcBBcA
5637	A kid is singing and playing a guitar	A kid is playing the guitar	AeBBnA	AeBBnA
5639	A young boy is singing and playing a guitar	The guitar is being played by a kid	AeBBnA	AeBBnA
5641	A young boy is singing and playing a guitar	A kid is playing the guitar	AeBBnA	AeBBnA
5643	Nobody is stirring a pot of chili with a spoon	Someone is stirring a pot of chili with a spoon	AcBBcA	AcBBcA
5644	Someone is stirring chili in a kettle	Someone is stirring chili in a pot	AeBBnA	AeBBnA
5645	Someone is not stirring chili in a kettle	Someone is stirring chili in a kettle	AcBBcA	AcBBcA
5646	Someone is stirring a pot of chili with a spoon	Someone is stirring chili in a pot	AeBBnA	AeBBnA
5648	Someone is stirring chili in a kettle	A pot of chili is being stirred by someone with a spoon	AeBBnA	AnBBnA
5652	A person is eating at a table	A person is not eating at a table	AcBBcA	AcBBcA
5653	A man is making a bed	A person is making a bed	AeBBnA	AeBBnA
5654	A person is not making a bed	A person is making a bed	AcBBcA	AcBBcA
5660	A cat is playing with a small bottle	An animal is playing with a small bottle	AeBBnA	AeBBnA
5661	A cat is playing with a small bottle	A cat is playing with a big bottle	AnBBcA	AcBBcA
5669	A small dog is lying on the bed	A small dog is lying on a bed	AeBBeA	AeBBeA
5671	A small dog is lying on the bed	A small animal is lying on the bed	AeBBnA	AeBBnA
5673	A small dog is lying on a bed	A small animal is lying on the bed	AeBBnA	AeBBnA
5677	A small dog is lying on a bed	A small dog is lying on the bed	AeBBeA	AeBBeA
5678	A woman is cutting butter	A woman is slicing butter	AeBBeA	AnBBeA
