index	task	verb	sentence	neg_sentence	complement	turker_pos_ratings	turker_neg_ratings	bert_pos_entailment_prob	bert_pos_contradiction_prob	bert_pos_neutral_prob	bert_neg_entailment_prob	bert_neg_contradiction_prob	bert_neg_neutral_prob	signature
679	that	observe	She observed that it would be useful to know in advance how to identify whom that champion might be.	She did not observe that it would be useful to know in advance how to identify whom that champion might be.	It would be useful to know in advance how to identify whom that champion might be.	1.0,2.0,2.0	0.0,1.0,1.0	0.99826366	0.00020558423	0.0015306761	0.32645863	0.07121547	0.602326	+/+
680	that	observe	In my last message, I observed that West, like Gates, wants to be Du Bois when he grows up.	In my last message, I did not observe that West, like Gates, wants to be Du Bois when he grows up.	West, like gates, wants to be du bois when he grows up.	1.0,1.0,2.0	-1.0,-1.0,0.0	0.99812895	0.000695689	0.0011753306	0.99569255	0.0018647679	0.0024427653	+/+
681	that	observe	She observed that institutionalizing new practices was just the beginning of the task.	She did not observe that institutionalizing new practices was just the beginning of the task.	Institutionalizing new practices was just the beginning of the task.	1.0,2.0,2.0	-1.0,0.0,1.0	0.9980558	0.00029372994	0.0016504053	0.51209813	0.20612834	0.28177348	+/+
682	that	observe	Finkelstein observes that there was an increase in Holocaust writing after 1967.	Finkelstein does not observe that there was an increase in Holocaust writing after 1967.	There was an increase in holocaust writing after 1967.	1.0,1.0,2.0	-1.0,-1.0,0.0	0.9980161	0.0002477487	0.001736179	0.98776215	0.0018649303	0.010372828	+/+
683	that	observe	You observed that it had a piece of twisted wire through the handle. 	You did not observe that it had a piece of twisted wire through the handle. 	It had a piece of twisted wire through the handle.	1.0,1.0,1.0	0.0,1.0,2.0	0.9982328	0.00021358310000000005	0.001553659	0.9907851	0.0013062361	0.0079087475	+/+
684	that	predict	Reviewers predict that the collection's American publication will kick off a wave of Eliot-bashing.	Reviewers do not predict that the collection's American publication will kick off a wave of Eliot-bashing.	The collection's american publication will kick off a wave of eliot-bashing.	0.0,1.0,1.0	-1.0,-1.0,0.0	0.93840504	0.0071885996	0.054406483	0.12185006	0.1726171	0.70553285	o/+
685	that	predict	The Japanese government predicted that Japanese civilians would be hurt by the occupying forces.	The Japanese government did not predict that Japanese civilians would be hurt by the occupying forces.	Japanese civilians would be hurt by the occupying forces.	0.0,1.0,2.0	0.0,0.0,1.0	0.9898025	0.0019088422	0.008288594	0.25375748	0.19266467	0.5535779000000001	o/+
686	that	predict	Optimists predicted that Woods will make golf hip and popular, especially among nonwhite kids.	Optimists did not predict that Woods will make golf hip and popular, especially among nonwhite kids.	Woods will make golf hip and popular, especially among nonwhite kids.	0.0,1.0,2.0	-2.0,0.0,1.0	0.9890734	0.0013663609	0.009560301	0.17199533	0.12785864	0.7001460999999999	o/+
687	that	predict	The district attorney predicts that an arrest will be made in the next two months.	The district attorney does not predict that an arrest will be made in the next two months.	An arrest will be made in the next two months.	0.0,0.0,0.0	-1.0,-1.0,-1.0	0.9814597	0.0017440616	0.01679631	0.017854467	0.015922713999999998	0.96622276	o/+
688	that	predict	An article predicts that Hillary will kill herself once she leaves office.	An article does not predict that Hillary will kill herself once she leaves office.	Hillary will kill herself once she leaves office.	-2.0,0.0,1.0	0.0,0.0,0.0	0.8735223	0.011821226	0.114656486	0.015374323999999997	0.025403647	0.9592221	o/+
689	that	predict	He predicted that it would spark controversy greatly. 	He did not predict that it would spark controversy greatly. 	It would spark controversy greatly.	1.0,1.0,1.0	0.0,0.0,0.0	0.9880724	0.0006983102	0.011229254	0.07805939999999999	0.057605177	0.8643354	o/+
690	that	predict	The FDA predicts that the net cost will be $52.	The FDA does not predict that the net cost will be $52.	The net cost will be $ 52.	0.0,1.0,1.0	-1.0,-1.0,0.0	0.98687994	0.0011654012	0.011954681000000002	0.10726446	0.09457248	0.7981630999999999	o/+
691	that	imply	This implies that the surface mailstream is composed of flats and small packets.	This does not imply that the surface mailstream is composed of flats and small packets.	The surface mailstream is composed of flats and small packets.	0.0,1.0,2.0	-1.0,-1.0,0.0	0.99720037	0.00069361174	0.0021059525	0.94340634	0.024481963	0.03211172	o/o
692	that	imply	The media imply that Bush keeps refusing to say whether he has used cocaine.	The media do not imply that Bush keeps refusing to say whether he has used cocaine.	Bush keeps refusing to say whether he has used cocaine.	0.0,1.0,1.0	0.0,0.0,0.0	0.9955662	0.0020768112	0.0023569555	0.98168015	0.011314248	0.007005615	o/o
693	that	imply	Krugman's assumptions imply that those who pay more must be rabid fans.	Krugman's assumptions do not imply that those who pay more must be rabid fans.	Those who pay more must be rabid fans.	0.0,1.0,2.0	-2.0,-1.0,0.0	0.9927228	0.0011794113	0.0060977824	0.04343866	0.7981368000000001	0.15842459	o/o
694	that	imply	And it implies that the Harlem racket reverted to local control.	And it does not imply that the Harlem racket reverted to local control.	The harlem racket reverted to local control.	0.0,0.0,1.0	-1.0,-1.0,0.0	0.99761117	0.00093114615	0.0014576744	0.0052729896	0.9904287	0.0042983135	o/o
695	that	imply	It was implied that there was an increase of $109. 	It was not implied that there was an increase of $109. 	There was an increase of $ 109.	0.0,1.0,2.0	0.0,0.0,1.0	0.9861649	0.001573437	0.012261619	0.31056896	0.05592458	0.63350654	o/o
696	that	notice	I notice that it is greatly exaggerated.	I do not notice that it is greatly exaggerated.	It is greatly exaggerated.	0.0,1.0,2.0	0.0,1.0,2.0	0.99470603	0.0004140608	0.0048798695	0.050099287	0.87160957	0.07829106599999999	+/+
697	that	prove	It was proven that Mrs. Vandemeyer and the girl had an affair	It was not proven that Mrs. Vandemeyer and the girl had an affair	Mrs. vandemeyer and the girl had an affair.	2.0,2.0,2.0	0.0,0.0,0.0	0.99848336	0.0003793071	0.0011372752	0.988989	0.0031855342	0.007825423	o/o
698	that	prove	It proves that there can be several ways to read a text.	It does not prove that there can be several ways to read a text.	There can be several ways to read a text.	1.0,2.0,2.0	-1.0,0.0,0.0	0.9976974	0.00011746858	0.0021851042000000003	0.97549087	0.0016376458	0.022871405	o/o
699	that	assert	Prospect asserts that recent interest in human nature has cause sociology to make an impressive comeback. 	Prospect does not assert that recent interest in human nature has cause sociology to make an impressive comeback. 	Recent interest in human nature has cause sociology to make an impressive comeback.	1.0,1.0,2.0	0.0,0.0,0.0	0.99850404	0.00017946784	0.0013164344	0.24321795	0.2353714	0.52141064	o/o
700	that	assert	But now Prospect , a British magazine that covers politics and ideas, asserts that sociology is back.	But now Prospect , a British magazine that covers politics and ideas, does not assert that sociology is back.	Sociology is back.	0.0,1.0,2.0	-1.0,-1.0,-1.0	0.9703565	0.002499331	0.027144168	0.05704349	0.06266185	0.8802947	o/o
701	that	assert	The Counsel has asserted that section 712-lrb-1-rrb- limits GAO's audit authority to financial transactions.	The Counsel has not asserted that section 712-lrb-1-rrb- limits GAO's audit authority to financial transactions.	Section 712 -lrb- 1 -rrb- limits gao's audit authority to financial transactions.	0.0,0.0,1.0	-1.0,0.0,0.0	0.9964792	0.0013317171	0.0021890788	0.993065	0.0030005393	0.003934410399999999	o/o
702	that	assert	In these letters, he asserted that I exceeded my lawful authority by undertaking this study.	In these letters, he did not assert that I exceeded my lawful authority by undertaking this study.	I exceeded my lawful authority by undertaking this study.	1.0,1.0,1.0	-1.0,0.0,0.0	0.9961184	0.0009452739	0.0029363383	0.0038404071	0.9896689	0.006490605	o/o
703	that	assert	Jung asserted that personality is composed of four pairs of preferences.	Jung did not assert that personality is composed of four pairs of preferences.	Personality is composed of four pairs of preferences.	1.0,1.0,1.0	-2.0,0.0,0.0	0.9944947	0.0007762639999999999	0.0047290255	0.24092968	0.05963622	0.69943416	o/o
704	that	assert	Cope asserts that his algorithms would beat the world best composers.	Cope does not assert that his algorithms would beat the world best composers.	His algorithms would beat the world best composers.	0.0,0.0,0.0	0.0,0.0,0.0	0.997792	0.00033244837	0.0018754835	0.039241455	0.90253246	0.058226064	o/o
705	that	assert	Clinton asserted that she was responsible for key legislation.	Clinton did not assert that she was responsible for key legislation.	She was responsible for key legislation.	0.0,1.0,1.0	-1.0,0.0,0.0	0.9958722	0.00038398866	0.003743896	0.09334561	0.03873208	0.8679223	o/o
706	that	feel	He also feels that screening research should be made collaborative.	He also does not feel that screening research should be made collaborative.	Screening research should be made collaborative.	0.0,1.0,1.0	-1.0,0.0,0.0	0.99763054	0.00024309679	0.0021263864	0.001377993	0.9952577	0.0033642875	o/o
707	that	feel	The realist feels that individual nations should police themselves.	The realist does not feel that individual nations should police themselves.	Individual nations should police themselves.	-1.0,0.0,1.0	-1.0,-1.0,0.0	0.9957610999999998	0.0007082661599999999	0.0035305684	0.0010065757	0.9962366	0.002756828	o/o
708	that	feel	He has kissed me and I feel that he is physically attracted to me.	He has kissed me and I do not feel that he is physically attracted to me.	He is physically attracted to me.	0.0,1.0,1.0	-1.0,-1.0,0.0	0.99287206	0.00072358333	0.0064044297	0.004438349	0.9870671	0.008494541	o/o
709	that	feel	A few people feel that security holes are found in most browsers.	A few people do not feel that security holes are found in most browsers.	Security holes are found in most browsers.	0.0,0.0,1.0	0.0,0.0,0.0	0.42379448	0.029914692000000007	0.54629076	0.09791747	0.62408805	0.27799445	o/o
710	that	feel	I feel that he was aware that he may have missed something.	I do not feel that he was aware that he may have missed something.	He was aware that he may have missed something.	0.0,0.0,1.0	-1.0,0.0,0.0	0.9986303	0.00012777226	0.001241952	0.0014723295	0.9950565	0.0034711792	o/o
711	that	feel	The EPA feels that no investigation is necessary at all.	The EPA does not feel that no investigation is necessary at all.	No investigation is necessary at all.	-2.0,1.0,1.0	-1.0,0.0,1.0	0.99380445	0.0006895511999999999	0.005506075	0.4781162000000001	0.098860174	0.42302364	o/o
712	that	feel	Participants feel that there is a simple solution.	Participants do not feel that there is a simple solution.	There is a simple solution.	0.0,1.0,1.0	-2.0,0.0,0.0	0.9425557	0.0011641084	0.056280274000000005	0.15223843	0.3279151	0.51984644	o/o
713	that	expect	It is expected that the Justice Department will succeed with its lawsuit.	It is not expected that the Justice Department will succeed with its lawsuit.	The justice department will succeed with its lawsuit.	0.0,0.0,1.0	-2.0,-1.0,0.0	0.97223693	0.0018040758	0.02595899	0.08499651	0.18769883	0.72730476	o/o
714	that	expect	It was expected that the Sevens Swords would do well the night before.	It was not expected that the Sevens Swords would do well the night before.	The sevens swords would do well the night before.	0.0,0.0,1.0	-1.0,0.0,0.0	0.99808013	0.00034136148	0.0015785199	0.99114305	0.0033613876	0.00549556	o/o
715	that	expect	It is expected that there will be more than enough ammonia and urea.	It is not expected that there will be more than enough ammonia and urea.	There will be more than enough ammonia and urea.	0.0,0.0,1.0	-1.0,-1.0,0.0	0.9939907	0.0005712827	0.0054379427	0.08017836	0.033901338	0.8859203000000001	o/o
716	that	expect	We expect that the tool will gain national adoption within 6 months.	We do not expect that the tool will gain national adoption within 6 months.	The tool will gain national adoption within 6 months.	0.0,0.0,1.0	-2.0,0.0,0.0	0.99238443	0.0007594207400000001	0.0068561323	0.0027498540000000004	0.9896624	0.0075878366	o/o
717	that	expect	It was somewhat expected that Julius would come better equipped.	It was somewhat not expected that Julius would come better equipped.	Julius would come better equipped.	0.0,0.0,2.0	0.0,0.0,1.0	0.8393226999999999	0.020223783	0.1404535	0.39892447	0.10439504	0.49668053	o/o
718	that	expect	Nobody expects that the devil would take the form of a lawyer.	Nobody does not expect that the devil would take the form of a lawyer.	The devil would take the form of a lawyer.	0.0,0.0,1.0	0.0,1.0,2.0	0.94739854	0.020682463	0.031919006	0.98466396	0.0047694333000000005	0.010566653999999998	o/o
719	that	expect	It is expected that exposure will be reduced with this rule.	It is not expected that exposure will be reduced with this rule.	Exposure will be reduced with this rule.	0.0,1.0,1.0	-1.0,-1.0,0.0	0.99187934	0.0010191571000000002	0.0071015325	0.13925005	0.33663884	0.52411115	o/o
720	that	expect	It is expected that his transition will be smooth.	It is not expected that his transition will be smooth.	His transition will be smooth.	0.0,0.0,1.0	-1.0,-1.0,0.0	0.9885172	0.0006456502599999999	0.010837094	0.11667137	0.10680384	0.7765248	o/o
721	that	decide	France decided that Louis XIV would be the new ruler of Spain.	France did not decide that Louis XIV would be the new ruler of Spain.	Louis xiv would be the new ruler of spain.	1.0,2.0,2.0	-2.0,-1.0,0.0	0.9964778	0.0014812619	0.002040923	0.8444702	0.07356924	0.081960514	o/o
722	that	decide	Conservatives decided that a safety net might be necessary.	Conservatives did not decide that a safety net might be necessary.	A safety net might be necessary.	0.0,1.0,1.0	-2.0,-1.0,0.0	0.99668545	0.00019540079	0.0031191686	0.019259304	0.0017504111	0.9789904	o/o
723	that	decide	Poirot decided that Miss Howard must be kept in the dark.	Poirot did not decide that Miss Howard must be kept in the dark.	Miss howard must be kept in the dark.	0.0,0.0,1.0	0.0,0.0,0.0	0.99800307	0.00039428737	0.0016026339	0.48343757	0.14957201	0.3669904000000001	o/o
724	that	decide	Critics decided that his 1960s work will be forgotten.	Critics did not decide that his 1960s work will be forgotten.	His 1960s work will be forgotten.	0.0,1.0,1.0	-2.0,-2.0,0.0	0.9947158	0.0009320943	0.0043519605	0.074444905	0.07564267	0.8499124	o/o
725	that	assert	Popular accounts assert that certain methods like quick response benefit both consumers and retailers.	Popular accounts do not assert that certain methods like quick response benefit both consumers and retailers.	Certain methods like quick response benefit both consumers and retailers.	0.0,1.0,2.0	-1.0,0.0,0.0	0.99743646	0.00035562212	0.0022079651	0.604058	0.034819	0.36112294	o/o
726	that	insist	Mr. Carter insisted that he didn't.	Mr. Carter did not insist that he didn't.	He did n't.	0.0,1.0,1.0	0.0,0.0,0.0	0.0028929128000000004	0.9924497	0.004657334	0.0043382877	0.9910623	0.0045994716	o/o
727	that	prove	Events proved that I was right in my supposition.	Events did not prove that I was right in my supposition.	I was right in my supposition.	2.0,2.0,2.0	-2.0,-1.0,0.0	0.9955337	0.00033137048	0.004134944000000001	0.06678429	0.760958	0.17225766	o/o
728	that	insist	Others insist that it was just a storehouse for jewels.	Others do not insist that it was just a storehouse for jewels.	It was just a storehouse for jewels.	0.0,0.0,1.0	-1.0,0.0,0.0	0.3578458	0.1371269	0.5050273000000001	0.3374614	0.12629505	0.5362435000000001	o/o
729	that	prove	But Dorcas proved that the possibility was real.	But Dorcas did not prove that the possibility was real.	The possibility was real.	2.0,2.0,2.0	0.0,0.0,1.0	0.965184	0.0010772479	0.03373876	0.11573823	0.35499138	0.52927035	o/o
730	that	prove	Black Holes prove that there is no God at all.  	Black Holes do not prove that there is no God at all.  	There is no god at all.	0.0,1.0,2.0	0.0,0.0,0.0	0.99420494	0.00063688273	0.005158196	0.33115554	0.11774647	0.5510979	o/o
731	that	prove	The evidence proves that he committed a murder.	The evidence does not prove that he committed a murder.	He committed a murder.	1.0,2.0,2.0	-2.0,-1.0,0.0	0.9961469	0.00040460716	0.003448454	0.0135549195	0.00487981	0.98156524	o/o
732	that	prove	None of this proves that realism is corrupt.	None of this does not prove that realism is corrupt.	Realism is corrupt.	-1.0,0.0,0.0	-1.0,0.0,2.0	0.33080664	0.1019098	0.5672835999999999	0.27180636	0.06139862	0.666795	o/o
733	that	reveal	One Democratic staffer in the house revealed that previous GAO studies show LSC is flouting congressional stipulations.	One Democratic staffer in the house did not reveal that previous GAO studies show LSC is flouting congressional stipulations.	Previous gao studies show lsc is flouting congressional stipulations.	2.0,2.0,2.0	-2.0,-1.0,-1.0	0.9978528	0.00035903472000000004	0.0017882039999999996	0.9929258	0.0013387998000000002	0.0057352907	+/+
734	that	reveal	Analysis of security incidents revealed that there was significant progress in minimizing securiy breach risk.	Analysis of security incidents did not reveal that there was significant progress in minimizing securiy breach risk.	There was significant progress in minimizing securiy breach risk.	1.0,1.0,2.0	-1.0,-1.0,0.0	0.9977119	0.0001564646	0.002131549	0.01789537	0.0031627517	0.9789419	+/+
735	that	reveal	Peggy Miller's observational study revealed that preschoolers and family members narrated past experiences.	Peggy Miller's observational study did not reveal that preschoolers and family members narrated past experiences.	Preschoolers and family members narrated past experiences.	1.0,2.0,2.0	-2.0,0.0,1.0	0.9985844	0.00017806808	0.0012375113	0.21964371	0.1975373	0.58281904	+/+
736	that	reveal	A related article reveals that 18 percent of Americans expect the world to end during their lifetime.	A related article does not reveal that 18 percent of Americans expect the world to end during their lifetime.	18 percent of americans expect the world to end during their lifetime.	2.0,2.0,2.0	-1.0,-1.0,2.0	0.998516	0.00031142484	0.0011725939	0.7194724	0.09987728	0.18065031	+/+
737	that	reveal	The much-previewed profile of Michael Huffington reveals that he is--surprise, surprise--gay.	The much-previewed profile of Michael Huffington does not reveal that he is--surprise, surprise--gay.	He is -- surprise, surprise -- gay.	0.0,1.0,2.0	-1.0,1.0,1.0	0.988412	0.0016747568	0.009913263	0.02786872	0.016296424	0.9558348	+/+
738	that	reveal	In the Zapruder film is revealed that he was a conspirator, this was a shock for the public.	In the Zapruder film is not revealed that he was a conspirator, this was a shock for the public.	He was a conspirator.	2.0,2.0,2.0	-2.0,0.0,0.0	0.9898775	0.0008856628	0.009236853	0.011903426000000002	0.0039939387	0.9841026	+/+
739	that	reveal	It was later revealed that Clinton did hit on Willey, and they settled out of court.	It was later not revealed that Clinton did hit on Willey, and they settled out of court.	Clinton did hit on willey.	2.0,2.0,2.0	-2.0,0.0,2.0	0.9949419	0.00066587457	0.0043922607	0.020553239	0.008818873	0.9706279	+/+
740	that	reveal	The statistics revealed that more people are in federal prison than state prison.	The statistics did not reveal that more people are in federal prison than state prison.	More people are in federal prison than state prison.	2.0,2.0,2.0	-2.0,-1.0,0.0	0.9963921	0.0013914293	0.002216482	0.20427226	0.31768766	0.47804013	+/+
741	that	announce	Earlier this year, I announced that we would be reducing our field offices from 16 to 11 effective November 2000.	Earlier this year, I did not announce that we would be reducing our field offices from 16 to 11 effective November 2000.	We would be reducing our field offices from 16 to 11 effective november 2000.	1.0,1.0,1.0	0.0,0.0,0.0	0.9985447	0.0004256274	0.0010296841	0.36232543	0.26469877	0.37297577	o/o
742	that	announce	They jubilantly announced that the baby, born in May, shows no sign of the congenital condition.	They jubilantly did not announce that the baby, born in May, shows no sign of the congenital condition.	The baby, born in may, shows no sign of the congenital condition.	2.0,2.0,2.0	-1.0,2.0,2.0	0.9983568000000002	0.000369947	0.0012732871000000002	0.9975096	0.0006359658400000001	0.001854393	o/o
743	that	announce	She announces that we need to learn from public debate about the need for emotional investment.	She does not announce that we need to learn from public debate about the need for emotional investment.	We need to learn from public debate about the need for emotional investment.	1.0,1.0,1.0	0.0,0.0,0.0	0.99842346	0.00038190623	0.0011946497	0.5535779000000001	0.14177135	0.30465075	o/o
744	that	announce	All restaurants announce that official complaint forms are available to dissatisfied clients.	All restaurants do not announce that official complaint forms are available to dissatisfied clients.	Official complaint forms are available to dissatisfied clients.	0.0,2.0,2.0	0.0,1.0,1.0	0.99819535	0.00025961772	0.0015450079999999998	0.98827296	0.0017274679999999998	0.009999595	o/o
745	that	announce	The Independent Gay Forum has announced that it is closely tied to left-right politics.	The Independent Gay Forum has not announced that it is closely tied to left-right politics.	It is closely tied to left-right politics.	1.0,2.0,2.0	-1.0,-1.0,0.0	0.9929118	0.00062033144	0.0064677936	0.18044503	0.031773325	0.78778166	o/o
746	that	announce	The American announced that he would be leaving in a month.	The American did not announce that he would be leaving in a month.	He would be leaving in a month.	2.0,2.0,2.0	-2.0,-1.0,1.0	0.9970001	0.00045224308	0.0025476625	0.017262397	0.009405504	0.9733321	o/o
747	that	announce	We announce that Joe Bananas has closed permanently. 	We do not announce that Joe Bananas has closed permanently. 	Joe bananas has closed permanently.	0.0,2.0,2.0	-2.0,0.0,1.0	0.9978866	0.00033808517	0.0017752703	0.015564893	0.9727091999999998	0.0117259845	o/o
748	that	announce	He announced that he had a relationship with.	He did not announce that he had a relationship with.	He had a relationship with.	1.0,1.0,1.0	1.0,2.0,2.0	0.99777395	0.00020832295	0.0020177586	0.30795157	0.24674603	0.44530237	o/o
749	that	insist	I insisted that I needed to give her more attention and she got upset.	I did not insist that I needed to give her more attention and she got upset.	I needed to give her more attention.	-1.0,1.0,1.0	0.0,1.0,2.0	0.9969843	0.0007078225	0.0023077673	0.121808894	0.7634255999999999	0.11476551	o/o
750	that	insist	People insisted that the UFC put ropes up to protect the crowds.	People did not insist that the UFC put ropes up to protect the crowds.	The ufc put ropes up to protect the crowds.	0.0,0.0,1.0	0.0,0.0,0.0	0.9964083	0.0009878663	0.002603775	0.9765105	0.014355662	0.009133867	o/o
751	that	insist	Morris, of course, insists that vote.com poses no such threat.	Morris, of course, does not insist that vote.com poses no such threat.	Vote.com poses no such threat.	0.0,0.0,0.0	0.0,0.0,0.0	0.9960492	0.0010999629	0.002850801	0.9696969	0.018126024	0.012177073	o/o
752	that	insist	Healey insisted that it has to be apocrypha, it was important.	Healey did not insist that it has to be apocrypha, it was important.	It has to be apocrypha.	0.0,1.0,2.0	-1.0,-1.0,-1.0	0.9967919	0.00043900435999999986	0.0027690982	0.1042565	0.050077893	0.84566563	o/o
753	that	insist	Hersh insists that Pollard gave away no US intelligence.	Hersh does not insist that Pollard gave away no US intelligence.	Pollard gave away no us intelligence.	1.0,1.0,2.0	0.0,0.0,0.0	0.9949704	0.0013966064000000002	0.0036329576	0.7598239999999999	0.18847138	0.051704623	o/o
754	that	declare	One admiral declares that he was literally thus cradled, under the breast of a gun-carriage. 	One admiral does not declare that he was literally thus cradled, under the breast of a gun-carriage. 	He was literally thus cradled, under the breast of a gun-carriage.	1.0,1.0,2.0	0.0,0.0,0.0	0.99334306	0.0012656901	0.0053912005	0.340483	0.17497006	0.484547	o/o
755	that	worry	He was worried that they would see through them	He was not worried that they would see through them	They would see through them.	0.0,0.0,1.0	-1.0,-1.0,-1.0	0.71667045	0.0048797023	0.27844986	0.20520256	0.03550811	0.75928944	o/o
756	that	worry	Tuppence was worried that nothing could be done.	Tuppence was not worried that nothing could be done.	Nothing could be done.	0.0,0.0,0.0	0.0,0.0,2.0	0.97211325	0.0065949126	0.021291874	0.9589014	0.013843265	0.027255299	o/o
757	that	see	Norm, I see that Gene's performance is tomorrow---afternoon.	Norm, I do not see that Gene's performance is tomorrow---afternoon.	Gene's performance is tomorrow -- afternoon.	1.0,2.0,2.0	-1.0,-1.0,0.0	0.99631774	0.0010349309	0.0026472956	0.19270687	0.5936127	0.21368039	+/+
758	that	see	Had he seen that the arrest had already happened?	Had he not seen that the arrest had already happened?	The arrest had already happened.	0.0,0.0,0.0	1.0,2.0,2.0	0.9840135	0.0027760644	0.013210396	0.98969895	0.0017782944	0.008522726	+/+
759	that	see	It could be seen that I was humiliated.  	It could be not seen that I was humiliated.  	I was humiliated.	1.0,1.0,2.0	0.0,2.0,2.0	0.9972337	0.00022169777	0.0025445903	0.987974	0.0015151909	0.010510849	+/+
760	that	remember	First he crushed the coffee-cup to powder under his feet, remembering that she had gone up with his mother the night before, and he determined that there should be no chance of testing its contents. 	First he crushed the coffee-cup to powder under his feet, not remembering that she had gone up with his mother the night before, and he determined that there should be no chance of testing its contents. 	She had gone up with his mother the night before.	1.0,2.0,2.0	0.0,1.0,2.0	0.99567753	0.00065247907	0.0036700552	0.99034226	0.0017499222	0.007907759	+/+
761	that	remember	With this latter idea in my mind, I examined all the coffeecups most carefully, remembering that it was Mrs. Cavendish who had brought Mademoiselle Cynthia her coffee the night before. 	With this latter idea in my mind, I examined all the coffeecups most carefully, not remembering that it was Mrs. Cavendish who had brought Mademoiselle Cynthia her coffee the night before. 	It was mrs. cavendish who had brought mademoiselle cynthia her coffee the night before.	1.0,2.0,2.0	1.0,1.0,1.0	0.9954308	0.0008953361999999998	0.0036738853	0.3694457	0.29388854	0.3366657	+/+
762	that	remember	Everyone remembers that the first lady blamed Flytrap on a vast right-wing conspiracy in a Today show interview during the first days of the crisis.	Everyone does not remember that the first lady blamed Flytrap on a vast right-wing conspiracy in a Today show interview during the first days of the crisis.	The first lady blamed flytrap on a vast right-wing conspiracy in a today show interview during the first days of the crisis.	1.0,2.0,2.0	0.0,1.0,2.0	0.99854064	0.00046795295	0.000991484	0.99530196	0.0021115579	0.0025864826	+/+
763	that	remember	I remember that some people complained President Eisenhower was distracted from the business of his office because he was out playing golf so much.	I do not remember that some people complained President Eisenhower was distracted from the business of his office because he was out playing golf so much.	Some people complained president eisenhower was distracted from the business of his office because he was out playing golf so much.	1.0,2.0,2.0	-1.0,0.0,1.0	0.9988795	0.0002639613	0.00085653504	0.99855596	0.00028204135	0.0011620952	+/+
764	that	remember	But Wall Street would be better off remembering that approximately 12,000 auto companies were around in the early part of this century.	But Wall Street would be better off not remembering that approximately 12,000 auto companies were around in the early part of this century.	Approximately 12,000 auto companies were around in the early part of this century.	1.0,2.0,2.0	2.0,2.0,2.0	0.9983412	0.00020344148	0.001455421	0.99770695	0.00035203525000000003	0.0019410601	+/+
765	that	remember	The FAA manager of the teleconference also remembered that the military participated only briefly before the Pentagon was hit.	The FAA manager of the teleconference also did not remember that the military participated only briefly before the Pentagon was hit.	The military participated only briefly before the pentagon was hit.	1.0,2.0,2.0	0.0,0.0,2.0	0.9976242	0.00033454818	0.0020412828	0.9905108	0.0019829615	0.0075062459999999985	+/+
766	that	remember	As we drove through the village, I remembered that I wanted some stamps, so accordingly we pulled up at the post office. 	As we drove through the village, I did not remember that I wanted some stamps, so accordingly we pulled up at the post office. 	I wanted some stamps.	2.0,2.0,2.0	-1.0,2.0,2.0	0.9974813	0.00021387388	0.002304873	0.0423292	0.0116429115	0.9460279	+/+
767	that	remember	In other words, pick your spots, while at the same time remembering that many service people rely on tips to get by.	In other words, pick your spots, while at the same time not remembering that many service people rely on tips to get by.	Many service people rely on tips to get by.	1.0,1.0,2.0	1.0,1.0,1.0	0.9982159	0.00019563497	0.0015884984	0.9969668	0.00038295984	0.0026502898	+/+
768	that	remember	A witness remembered that there were four simultaneous decisionmaking processes going on at once.	A witness did not remember that there were four simultaneous decisionmaking processes going on at once.	There were four simultaneous decisionmaking processes going on at once.	0.0,0.0,2.0	0.0,1.0,1.0	0.998207	0.00022155094	0.0015714251999999998	0.9880539	0.0020386510000000003	0.009907479	+/+
769	that	remember	She remembered that this was one of the men Tommy was shadowing when she had last seen him.	She did not remember that this was one of the men Tommy was shadowing when she had last seen him.	This was one of the men tommy was shadowing when she had last seen him.	1.0,2.0,2.0	0.0,1.0,1.0	0.9978358	0.0006488451	0.0015153482	0.9342121	0.051753867	0.014033941	+/+
770	that	remember	She remembered that she had had no tea, but felt too excited to be conscious of hunger.	She did not remember that she had had no tea, but felt too excited to be conscious of hunger.	She had had no tea.	0.0,2.0,2.0	1.0,2.0,2.0	0.9975255	0.00038841588	0.0020861458	0.993096	0.0011581967999999998	0.0057458486	+/+
771	that	remember	Then I remembered that it was Sir James who had discovered the false Jane Finn.	Then I did not remember that it was Sir James who had discovered the false Jane Finn.	It was sir james who had discovered the false jane finn.	0.0,2.0,2.0	-1.0,1.0,1.0	0.99716353	0.0007332958599999999	0.0021031536	0.974173	0.012026115	0.013800785	+/+
772	that	remember	Scuba divers remember that coral is plentiful so you might as well take some.	Scuba divers do not remember that coral is plentiful so you might as well take some.	Coral is plentiful so you might as well take some.	1.0,2.0,2.0	0.0,0.0,0.0	0.998478	0.00017539274	0.0013465226000000002	0.99307334	0.0009667014	0.0059598912	+/+
773	that	remember	I remembered that Cynthia had begun her confidences in much the same way. 	I did not remember that Cynthia had begun her confidences in much the same way. 	Cynthia had begun her confidences in much the same way.	1.0,2.0,2.0	0.0,0.0,1.0	0.998331	0.00019675927	0.0014722456	0.97540885	0.008230636999999999	0.016360547	+/+
774	that	remember	Then he remembered that there was a good supply in Julius's sitting-room.	Then he did not remember that there was a good supply in Julius's sitting-room.	There was a good supply in julius's sitting-room.	1.0,1.0,2.0	1.0,1.0,1.0	0.99726105	0.00015429636	0.002584668	0.04043792	0.015088496000000003	0.9444735	+/+
