	filename	determiner	monotonicity	gold_label	replace_target	replace_source	replace_mode	ori_sentence	new_sentence
2589	silver/p32/d2112	and	conjunction	neutral				If you mix blue	If you mix blue and red , the result is purple .
2590	silver/p32/d2117	and	conjunction	neutral				Tom does n't eat meat and neither does Mary .	Tom does n't eat meat
2591	silver/p32/d2117	and	conjunction	entailment				Tom does n't eat meat	Tom does n't eat meat and neither does Mary .
2592	silver/p32/d2121	and	conjunction	entailment				The bag was big , and moreover , it was heavy .	The bag was big ,
2593	silver/p32/d2121	and	conjunction	neutral				The bag was big ,	The bag was big , and moreover , it was heavy .
2594	silver/p32/d2205	and	conjunction	entailment				We also have fewer horses and bayonets because the nature of our military has changed .	We also have fewer horses
2595	silver/p32/d2205	and	conjunction	neutral				We also have fewer horses	We also have fewer horses and bayonets because the nature of our military has changed .
2596	silver/p32/d2415	and	conjunction	entailment				Today is Saturday and tomorrow is Sunday .	Today is Saturday
2597	silver/p32/d2415	and	conjunction	neutral				Today is Saturday	Today is Saturday and tomorrow is Sunday .
2598	silver/p32/d2469	and	conjunction	entailment				He waited for several seconds and opened the door .	He waited for several seconds
2599	silver/p32/d2469	and	conjunction	neutral				He waited for several seconds	He waited for several seconds and opened the door .
2600	silver/p32/d2731	and	conjunction	entailment				He found a public telephone and called a taxi .	He found a public telephone
2601	silver/p32/d2731	and	conjunction	neutral				He found a public telephone	He found a public telephone and called a taxi .
2602	silver/p32/d2849	and	conjunction	entailment				Tom filled the pot with water and put it on the stove .	Tom filled the pot with water
2603	silver/p32/d2849	and	conjunction	neutral				Tom filled the pot with water	Tom filled the pot with water and put it on the stove .
2604	silver/p32/d2905	and	conjunction	entailment				In his eyes she eclipses and predominates the whole of her sex .	In his eyes she eclipses
2605	silver/p32/d2905	and	conjunction	neutral				In his eyes she eclipses	In his eyes she eclipses and predominates the whole of her sex .
2606	silver/p32/d2988	and	conjunction	neutral				It does n't look like Tom and Mary are going to get married .	It does n't look like Tom
2607	silver/p32/d2988	and	conjunction	entailment				It does n't look like Tom	It does n't look like Tom and Mary are going to get married .
2608	silver/p32/d3005	and	conjunction	entailment				She is a doctor and also an alpinist .	She is a doctor
2609	silver/p32/d3005	and	conjunction	neutral				She is a doctor	She is a doctor and also an alpinist .
2610	silver/p32/d3183	and	conjunction	neutral				There is some evidence that taking several fish oil capsules per day could have beneficial effects on one 's heart and blood pressure .	There is some evidence that taking several fish oil capsules per day could have beneficial effects on one 's heart
2611	silver/p32/d3183	and	conjunction	entailment				There is some evidence that taking several fish oil capsules per day could have beneficial effects on one 's heart	There is some evidence that taking several fish oil capsules per day could have beneficial effects on one 's heart and blood pressure .
2612	silver/p32/d3205	and	conjunction	entailment				Men usually wear black suits and black ties to funerals .	Men usually wear black suits
2613	silver/p32/d3205	and	conjunction	neutral				Men usually wear black suits	Men usually wear black suits and black ties to funerals .
2614	silver/p32/d3242	and	conjunction	entailment				Mary pulled out a pistol and shot Tom .	Mary pulled out a pistol
2615	silver/p32/d3242	and	conjunction	neutral				Mary pulled out a pistol	Mary pulled out a pistol and shot Tom .
2616	silver/p32/d3353	and	conjunction	entailment				I drank too much and the ground seemed to spin under my feet .	I drank too much
2617	silver/p32/d3353	and	conjunction	neutral				I drank too much	I drank too much and the ground seemed to spin under my feet .
2618	silver/p32/d3456	and	conjunction	entailment				South Tyrol is one of the wealthiest regions in Italy and in Europe .	South Tyrol is one of the wealthiest regions in Italy
2619	silver/p32/d3456	and	conjunction	neutral				South Tyrol is one of the wealthiest regions in Italy	South Tyrol is one of the wealthiest regions in Italy and in Europe .
2620	silver/p32/d3463	and	conjunction	entailment				Tom stopped in front of Mary 's house and got out of his car .	Tom stopped in front of Mary 's house
2621	silver/p32/d3463	and	conjunction	neutral				Tom stopped in front of Mary 's house	Tom stopped in front of Mary 's house and got out of his car .
2622	silver/p32/d3478	and	conjunction	entailment				He is average height , is white , has brown hair and brown eyes .	He is average height , is white , has brown hair
2623	silver/p32/d3478	and	conjunction	neutral				He is average height , is white , has brown hair	He is average height , is white , has brown hair and brown eyes .
2624	silver/p32/d3490	and	conjunction	entailment				He gave me food and money as well .	He gave me food
2625	silver/p32/d3490	and	conjunction	neutral				He gave me food	He gave me food and money as well .
2626	silver/p33/d0755	and	conjunction	entailment				The longest mission which the Russian Salyuts supported was 63 days . The second generation Salyuts would fly missions much longer and would need to be resupplied from time to time .	The longest mission which the Russian Salyuts supported was 63 days . The second generation Salyuts would fly missions much longer
2627	silver/p33/d0755	and	conjunction	neutral				The longest mission which the Russian Salyuts supported was 63 days . The second generation Salyuts would fly missions much longer	The longest mission which the Russian Salyuts supported was 63 days . The second generation Salyuts would fly missions much longer and would need to be resupplied from time to time .
2628	silver/p33/d0769	and	conjunction	entailment				Japan is full of beautiful cities . Kyoto and Nara , for instance .	Japan is full of beautiful cities . Kyoto
2629	silver/p33/d0769	and	conjunction	neutral				Japan is full of beautiful cities . Kyoto	Japan is full of beautiful cities . Kyoto and Nara , for instance .
2630	silver/p33/d1481	and	conjunction	neutral				Everyone has left except Tom and Mary .	Everyone has left except Tom
2631	silver/p33/d1481	and	conjunction	entailment				Everyone has left except Tom	Everyone has left except Tom and Mary .
2632	silver/p33/d1615	and	conjunction	entailment				He got into the car and drove off .	He got into the car
2633	silver/p33/d1615	and	conjunction	neutral				He got into the car	He got into the car and drove off .
2634	silver/p33/d1625	and	conjunction	entailment				We have the boots in green , blue and yellow .	We have the boots in green , blue
2635	silver/p33/d1625	and	conjunction	neutral				We have the boots in green , blue	We have the boots in green , blue and yellow .
2636	silver/p33/d1660	and	conjunction	entailment				Tom knows both Mary and John .	Tom knows both Mary
2637	silver/p33/d1660	and	conjunction	neutral				Tom knows both Mary	Tom knows both Mary and John .
2638	silver/p33/d1709	and	conjunction	entailment				Tom is very insecure and needs constant reassurance and approval .	Tom is very insecure
2639	silver/p33/d1709	and	conjunction	neutral				Tom is very insecure	Tom is very insecure and needs constant reassurance and approval .
2640	silver/p33/d1814	and	conjunction	entailment				President Barack~Obama praised Poland as an example for aspiring democracies in the Middle~East and elsewhere .	President Barack~Obama praised Poland as an example for aspiring democracies in the Middle~East
2641	silver/p33/d1814	and	conjunction	neutral				President Barack~Obama praised Poland as an example for aspiring democracies in the Middle~East	President Barack~Obama praised Poland as an example for aspiring democracies in the Middle~East and elsewhere .
2642	silver/p33/d1950	and	conjunction	entailment				The smaller planets hovering around the planet Jupiter reminded him of the guards surrounding a king when he walked outdoors , and Kepler called them satellites .	The smaller planets hovering around the planet Jupiter reminded him of the guards surrounding a king when he walked outdoors ,
2643	silver/p33/d1950	and	conjunction	neutral				The smaller planets hovering around the planet Jupiter reminded him of the guards surrounding a king when he walked outdoors ,	The smaller planets hovering around the planet Jupiter reminded him of the guards surrounding a king when he walked outdoors , and Kepler called them satellites .
2644	silver/p33/d1962	and	conjunction	entailment				He bought a shield and a sword .	He bought a shield
2645	silver/p33/d1962	and	conjunction	neutral				He bought a shield	He bought a shield and a sword .
2646	silver/p33/d1983	and	conjunction	entailment				I spent that day listening to the lonely scrapings of a pen . During that time , from time to time , I heard a Java sparrow twittering . It occurred to me that maybe Java sparrows twitter out of loneliness too . I walked out to the veranda to see . Nevertheless , flying to and fro between two perches busily and incessantly , it did not show the slightest hint of grievance .	I spent that day listening to the lonely scrapings of a pen . During that time , from time to time , I heard a Java sparrow twittering . It occurred to me that maybe Java sparrows twitter out of loneliness too . I walked out to the veranda to see . Nevertheless , flying to
2647	silver/p33/d1983	and	conjunction	neutral				I spent that day listening to the lonely scrapings of a pen . During that time , from time to time , I heard a Java sparrow twittering . It occurred to me that maybe Java sparrows twitter out of loneliness too . I walked out to the veranda to see . Nevertheless , flying to	I spent that day listening to the lonely scrapings of a pen . During that time , from time to time , I heard a Java sparrow twittering . It occurred to me that maybe Java sparrows twitter out of loneliness too . I walked out to the veranda to see . Nevertheless , flying to and fro between two perches busily and incessantly , it did not show the slightest hint of grievance .
2648	silver/p33/d2262	and	conjunction	entailment				We had an early lunch and set out at 12:30 .	We had an early lunch
2649	silver/p33/d2262	and	conjunction	neutral				We had an early lunch	We had an early lunch and set out at 12:30 .
2650	silver/p33/d2308	and	conjunction	entailment				They are now widely used for communication , calculation , and other activities .	They are now widely used for communication , calculation ,
2651	silver/p33/d2308	and	conjunction	neutral				They are now widely used for communication , calculation ,	They are now widely used for communication , calculation , and other activities .
2652	silver/p33/d2407	and	conjunction	entailment				He drank a cup of tea and then asked for another .	He drank a cup of tea
2653	silver/p33/d2407	and	conjunction	neutral				He drank a cup of tea	He drank a cup of tea and then asked for another .
2654	silver/p33/d2414	and	conjunction	neutral				If I were in my kitchen now , I could add salt and pepper to the mushrooms .	If I were in my kitchen now , I could add salt
2655	silver/p33/d2414	and	conjunction	entailment				If I were in my kitchen now , I could add salt	If I were in my kitchen now , I could add salt and pepper to the mushrooms .
2656	silver/p33/d2647	and	conjunction	entailment				We came into the office to find Emet and Erkin wiping the windows .	We came into the office to find Emet
2657	silver/p33/d2647	and	conjunction	neutral				We came into the office to find Emet	We came into the office to find Emet and Erkin wiping the windows .
2658	silver/p33/d2716	and	conjunction	entailment				He thought that it would be interesting and fun .	He thought that it would be interesting
2659	silver/p33/d2716	and	conjunction	neutral				He thought that it would be interesting	He thought that it would be interesting and fun .
2660	silver/p33/d2721	and	conjunction	entailment				Last night there was a fire near here , and I could n't sleep .	Last night there was a fire near here ,
2661	silver/p33/d2721	and	conjunction	neutral				Last night there was a fire near here ,	Last night there was a fire near here , and I could n't sleep .
2662	silver/p33/d2749	and	conjunction	entailment				The tornado is getting bigger and bigger .	The tornado is getting bigger
2663	silver/p33/d2749	and	conjunction	neutral				The tornado is getting bigger	The tornado is getting bigger and bigger .
2664	silver/p33/d2935	and	conjunction	neutral				I have never sung , and never will sing , in a karaoke bar .	I have never sung ,
2665	silver/p33/d2935	and	conjunction	entailment				I have never sung ,	I have never sung , and never will sing , in a karaoke bar .
2666	silver/p33/d2949	and	conjunction	entailment				She is busy at present and ca n't speak to you .	She is busy at present
2667	silver/p33/d2949	and	conjunction	neutral				She is busy at present	She is busy at present and ca n't speak to you .
2668	silver/p33/d3102	and	conjunction	entailment				In the hospital room , the nurse wearing white clothes and the midwife were preparing for the delivery .	In the hospital room , the nurse wearing white clothes
2669	silver/p33/d3102	and	conjunction	neutral				In the hospital room , the nurse wearing white clothes	In the hospital room , the nurse wearing white clothes and the midwife were preparing for the delivery .
2670	silver/p33/d3161	and	conjunction	entailment				To be in love is not the same as loving . You can be in love with a woman and still hate her .	To be in love is not the same as loving . You can be in love with a woman
2671	silver/p33/d3161	and	conjunction	neutral				To be in love is not the same as loving . You can be in love with a woman	To be in love is not the same as loving . You can be in love with a woman and still hate her .
2672	silver/p33/d3203	and	conjunction	entailment				In China , you have to go to the departure station and buy train tickets there .	In China , you have to go to the departure station
2673	silver/p33/d3203	and	conjunction	neutral				In China , you have to go to the departure station	In China , you have to go to the departure station and buy train tickets there .
2674	silver/p33/d3273	and	conjunction	entailment				If you make a mistake , give yourself a break and try again .	If you make a mistake , give yourself a break
2675	silver/p33/d3273	and	conjunction	neutral				If you make a mistake , give yourself a break	If you make a mistake , give yourself a break and try again .
2676	silver/p33/d3364	and	conjunction	neutral				You 're just jealous that I have a boyfriend and you do n't .	You 're just jealous that I have a boyfriend
2677	silver/p33/d3364	and	conjunction	entailment				You 're just jealous that I have a boyfriend	You 're just jealous that I have a boyfriend and you do n't .
2678	silver/p33/d3516	and	conjunction	entailment				Tom got into his car and quickly drove off .	Tom got into his car
2679	silver/p33/d3516	and	conjunction	neutral				Tom got into his car	Tom got into his car and quickly drove off .
2680	silver/p34/d0720	and	conjunction	entailment				According to Nelson Beavers , who is a co-owner of the current company , Carolina Analytical Laboratories , LLC . and has ownership/employment history with Woodson-Tenent and Eurofins , the septic system was installed in the early 1990s .	According to Nelson Beavers , who is a co-owner of the current company , Carolina Analytical Laboratories , LLC .
2681	silver/p34/d0720	and	conjunction	neutral				According to Nelson Beavers , who is a co-owner of the current company , Carolina Analytical Laboratories , LLC .	According to Nelson Beavers , who is a co-owner of the current company , Carolina Analytical Laboratories , LLC . and has ownership/employment history with Woodson-Tenent and Eurofins , the septic system was installed in the early 1990s .
2682	silver/p34/d0754	and	conjunction	entailment				Foreign Carmakers Gain in Russia . The likes of Daewoo , Ford , Renault , and more ca n't produce fast enough .	Foreign Carmakers Gain in Russia . The likes of Daewoo , Ford , Renault ,
2683	silver/p34/d0754	and	conjunction	neutral				Foreign Carmakers Gain in Russia . The likes of Daewoo , Ford , Renault ,	Foreign Carmakers Gain in Russia . The likes of Daewoo , Ford , Renault , and more ca n't produce fast enough .
2684	silver/p34/d0812	and	conjunction	entailment				Four armed men held up the bank and escaped with $ 4~million .	Four armed men held up the bank
2685	silver/p34/d0812	and	conjunction	neutral				Four armed men held up the bank	Four armed men held up the bank and escaped with $ 4~million .
2686	silver/p34/d0854	and	conjunction	entailment				I 'm going to Hawaii next week , so I have to go and exchange some yen for dollars at the bank .	I 'm going to Hawaii next week , so I have to go
2687	silver/p34/d0854	and	conjunction	neutral				I 'm going to Hawaii next week , so I have to go	I 'm going to Hawaii next week , so I have to go and exchange some yen for dollars at the bank .
2688	silver/p34/d0917	and	conjunction	entailment				Rabbits have long ears and short tails .	Rabbits have long ears
2689	silver/p34/d0917	and	conjunction	neutral				Rabbits have long ears	Rabbits have long ears and short tails .
2690	silver/p34/d1428	and	conjunction	entailment				Tom snuck out and surreptitiously bought Mary a big bunch of flowers for their wedding anniversary .	Tom snuck out
2691	silver/p34/d1428	and	conjunction	neutral				Tom snuck out	Tom snuck out and surreptitiously bought Mary a big bunch of flowers for their wedding anniversary .
2692	silver/p34/d1443	and	conjunction	entailment				The drinks looked cool and delicious .	The drinks looked cool
2693	silver/p34/d1443	and	conjunction	neutral				The drinks looked cool	The drinks looked cool and delicious .
2694	silver/p34/d1507	and	conjunction	neutral				""" Look ! A red and white mushroom ! It looks so tasty ! "" "" No , do n't eat it . It 's poisonous . """	""" Look ! A red"
2695	silver/p34/d1507	and	conjunction	entailment				""" Look ! A red"	""" Look ! A red and white mushroom ! It looks so tasty ! "" "" No , do n't eat it . It 's poisonous . """
2696	silver/p34/d1529	and	conjunction	entailment				Taro 's and Hanako 's desk is small .	Taro 's
2697	silver/p34/d1529	and	conjunction	neutral				Taro 's	Taro 's and Hanako 's desk is small .
2698	silver/p34/d1537	and	conjunction	entailment				Bring me vinegar and oil , please .	Bring me vinegar
2699	silver/p34/d1537	and	conjunction	neutral				Bring me vinegar	Bring me vinegar and oil , please .
2700	silver/p34/d1667	and	conjunction	entailment				Three soldiers who came back from the war are renting a house at the edge of a small town on the shore of the Inland~Sea and live together .	Three soldiers who came back from the war are renting a house at the edge of a small town on the shore of the Inland~Sea
2701	silver/p34/d1667	and	conjunction	neutral				Three soldiers who came back from the war are renting a house at the edge of a small town on the shore of the Inland~Sea	Three soldiers who came back from the war are renting a house at the edge of a small town on the shore of the Inland~Sea and live together .
2702	silver/p34/d1673	and	conjunction	entailment				He sold his business and retired .	He sold his business
2703	silver/p34/d1673	and	conjunction	neutral				He sold his business	He sold his business and retired .
2704	silver/p34/d1734	and	conjunction	entailment				There are teachers and then there are teachers .	There are teachers
2705	silver/p34/d1734	and	conjunction	neutral				There are teachers	There are teachers and then there are teachers .
2706	silver/p34/d1748	and	conjunction	entailment				Tom needs our help and I 'm going to make sure he gets it .	Tom needs our help
2707	silver/p34/d1748	and	conjunction	neutral				Tom needs our help	Tom needs our help and I 'm going to make sure he gets it .
2708	silver/p34/d1770	and	conjunction	entailment				I just ate sushi and drank beer .	I just ate sushi
2709	silver/p34/d1770	and	conjunction	neutral				I just ate sushi	I just ate sushi and drank beer .
2710	silver/p34/d1827	and	conjunction	entailment				Relations between Greece and Germany are tense .	Relations between Greece
2711	silver/p34/d1827	and	conjunction	neutral				Relations between Greece	Relations between Greece and Germany are tense .
2712	silver/p34/d1916	and	conjunction	entailment				I have one cat and one dog . The cat is black and the dog is white .	I have one cat
2713	silver/p34/d1916	and	conjunction	neutral				I have one cat	I have one cat and one dog . The cat is black and the dog is white .
2714	silver/p34/d1951	and	conjunction	entailment				We saw the film and had dinner together .	We saw the film
2715	silver/p34/d1951	and	conjunction	neutral				We saw the film	We saw the film and had dinner together .
2716	silver/p34/d1980	and	conjunction	entailment				The dress has a beautiful contrast between red and white .	The dress has a beautiful contrast between red
2717	silver/p34/d1980	and	conjunction	neutral				The dress has a beautiful contrast between red	The dress has a beautiful contrast between red and white .
2718	silver/p34/d2054	and	conjunction	entailment				I have a black dog and a white dog .	I have a black dog
2719	silver/p34/d2054	and	conjunction	neutral				I have a black dog	I have a black dog and a white dog .
2720	silver/p34/d2146	and	conjunction	entailment				He is a poet and novelist .	He is a poet
2721	silver/p34/d2146	and	conjunction	neutral				He is a poet	He is a poet and novelist .
2722	silver/p34/d2190	and	conjunction	entailment				Maria blew a kiss to Tom and hid quiveringly under the sofa .	Maria blew a kiss to Tom
2723	silver/p34/d2190	and	conjunction	neutral				Maria blew a kiss to Tom	Maria blew a kiss to Tom and hid quiveringly under the sofa .
2724	silver/p34/d2530	and	conjunction	entailment				In ancient Rome , the bodyguards who surrounded the wealthy and powerful to protect them when they walked the streets , were called satellites .	In ancient Rome , the bodyguards who surrounded the wealthy
2725	silver/p34/d2530	and	conjunction	neutral				In ancient Rome , the bodyguards who surrounded the wealthy	In ancient Rome , the bodyguards who surrounded the wealthy and powerful to protect them when they walked the streets , were called satellites .
2726	silver/p34/d2665	and	conjunction	entailment				Peel the bananas and mash them with a fork .	Peel the bananas
2727	silver/p34/d2665	and	conjunction	neutral				Peel the bananas	Peel the bananas and mash them with a fork .
2728	silver/p34/d2677	and	conjunction	entailment				I always confuse John and his twin brother .	I always confuse John
2729	silver/p34/d2677	and	conjunction	neutral				I always confuse John	I always confuse John and his twin brother .
2730	silver/p34/d2688	and	conjunction	neutral				Tom did n't break his new shoes in enough before the marathon , and got bad blisters on his feet .	Tom did n't break his new shoes in enough before the marathon ,
2731	silver/p34/d2688	and	conjunction	entailment				Tom did n't break his new shoes in enough before the marathon ,	Tom did n't break his new shoes in enough before the marathon , and got bad blisters on his feet .
2732	silver/p34/d2689	and	conjunction	neutral				There is no God but Allah , and Mohammed is his prophet .	There is no God but Allah ,
2733	silver/p34/d2689	and	conjunction	entailment				There is no God but Allah ,	There is no God but Allah , and Mohammed is his prophet .
2734	silver/p34/d2690	and	conjunction	entailment				He is greedy and lazy .	He is greedy
2735	silver/p34/d2690	and	conjunction	neutral				He is greedy	He is greedy and lazy .
2736	silver/p34/d2836	and	conjunction	entailment				I saw the film and found it interesting .	I saw the film
2737	silver/p34/d2836	and	conjunction	neutral				I saw the film	I saw the film and found it interesting .
2738	silver/p34/d2878	and	conjunction	neutral				Maybe in a different universe , the emotional and psychic environment is even different from ours .	Maybe in a different universe , the emotional
2739	silver/p34/d2878	and	conjunction	entailment				Maybe in a different universe , the emotional	Maybe in a different universe , the emotional and psychic environment is even different from ours .
2740	silver/p34/d2932	and	conjunction	entailment				The butler announced Mr. and Mrs. Smith .	The butler announced Mr.
2741	silver/p34/d2932	and	conjunction	neutral				The butler announced Mr.	The butler announced Mr. and Mrs. Smith .
2742	silver/p34/d2974	and	conjunction	neutral				I 'm surprised you and Tom do n't like each~other .	I 'm surprised you
2743	silver/p34/d2974	and	conjunction	entailment				I 'm surprised you	I 'm surprised you and Tom do n't like each~other .
2744	silver/p34/d3011	and	conjunction	entailment				He grew his beard and hair in order to look old .	He grew his beard
2745	silver/p34/d3011	and	conjunction	neutral				He grew his beard	He grew his beard and hair in order to look old .
2746	silver/p34/d3187	and	conjunction	entailment				The prime minister fell into the Danube and drowned .	The prime minister fell into the Danube
2747	silver/p34/d3187	and	conjunction	neutral				The prime minister fell into the Danube	The prime minister fell into the Danube and drowned .
2748	silver/p34/d3298	and	conjunction	entailment				I 'd like to see Tom and Mary get along with each~other .	I 'd like to see Tom
2749	silver/p34/d3298	and	conjunction	neutral				I 'd like to see Tom	I 'd like to see Tom and Mary get along with each~other .
2750	silver/p34/d3491	and	conjunction	entailment				Tom picked up his clarinet and started to play .	Tom picked up his clarinet
2751	silver/p34/d3491	and	conjunction	neutral				Tom picked up his clarinet	Tom picked up his clarinet and started to play .
2752	silver/p35/d0705	and	conjunction	entailment				The Cold~War led to increased international broadcasting , as Communist and non-Communist states attempted to influence each~other 's domestic population .	The Cold~War led to increased international broadcasting , as Communist
2753	silver/p35/d0705	and	conjunction	neutral				The Cold~War led to increased international broadcasting , as Communist	The Cold~War led to increased international broadcasting , as Communist and non-Communist states attempted to influence each~other 's domestic population .
2754	silver/p35/d0706	and	conjunction	entailment				Today 's historic opportunity is to create a zone of security and stability in a region that has known little of either . Otherwise , the Balkans will become a permanent black hole in the heart of Europe .	Today 's historic opportunity is to create a zone of security
2755	silver/p35/d0706	and	conjunction	neutral				Today 's historic opportunity is to create a zone of security	Today 's historic opportunity is to create a zone of security and stability in a region that has known little of either . Otherwise , the Balkans will become a permanent black hole in the heart of Europe .
2756	silver/p35/d0707	and	conjunction	entailment				Klassen will also be racing in the 2010 winter Olympic games in Vancouver , British~Columbia and in nearby Whistler , British~Columbia , a popular snow skiing destination .	Klassen will also be racing in the 2010 winter Olympic games in Vancouver , British~Columbia
2757	silver/p35/d0707	and	conjunction	neutral				Klassen will also be racing in the 2010 winter Olympic games in Vancouver , British~Columbia	Klassen will also be racing in the 2010 winter Olympic games in Vancouver , British~Columbia and in nearby Whistler , British~Columbia , a popular snow skiing destination .
2758	silver/p35/d0709	and	conjunction	entailment				Features of the plan include the creation of a national fund for environmental protection , suspension of subsidies for cattle ranchers in the Amazon~Basin and new controls on pesticides .	Features of the plan include the creation of a national fund for environmental protection , suspension of subsidies for cattle ranchers in the Amazon~Basin
2759	silver/p35/d0709	and	conjunction	neutral				Features of the plan include the creation of a national fund for environmental protection , suspension of subsidies for cattle ranchers in the Amazon~Basin	Features of the plan include the creation of a national fund for environmental protection , suspension of subsidies for cattle ranchers in the Amazon~Basin and new controls on pesticides .
2760	silver/p35/d0720	and	conjunction	entailment				According to Nelson Beavers , who is a co-owner of the current company , Carolina Analytical Laboratories , LLC . and has ownership/employment history with Woodson-Tenent and Eurofins , the septic system was installed in the early 1990s .	According to Nelson Beavers , who is a co-owner of the current company , Carolina Analytical Laboratories , LLC .
2761	silver/p35/d0720	and	conjunction	neutral				According to Nelson Beavers , who is a co-owner of the current company , Carolina Analytical Laboratories , LLC .	According to Nelson Beavers , who is a co-owner of the current company , Carolina Analytical Laboratories , LLC . and has ownership/employment history with Woodson-Tenent and Eurofins , the septic system was installed in the early 1990s .
2762	silver/p35/d0758	and	conjunction	entailment				Most of the mines are in arid areas and animals searching for water are attracted to the cyanide-laced holding ponds that are an integral part of the mining operations .	Most of the mines are in arid areas
2763	silver/p35/d0758	and	conjunction	neutral				Most of the mines are in arid areas	Most of the mines are in arid areas and animals searching for water are attracted to the cyanide-laced holding ponds that are an integral part of the mining operations .
2764	silver/p35/d0844	and	conjunction	entailment				They have brown skin and black hair .	They have brown skin
2765	silver/p35/d0844	and	conjunction	neutral				They have brown skin	They have brown skin and black hair .
2766	silver/p35/d2014	and	conjunction	entailment				Tom wore jeans and a cowboy hat .	Tom wore jeans
2767	silver/p35/d2014	and	conjunction	neutral				Tom wore jeans	Tom wore jeans and a cowboy hat .
2768	silver/p35/d2073	and	conjunction	entailment				I got home and took my shoes off .	I got home
2769	silver/p35/d2073	and	conjunction	neutral				I got home	I got home and took my shoes off .
2770	silver/p35/d2145	and	conjunction	entailment				Tom ca n't stand Mary and she knows it .	Tom ca n't stand Mary
2771	silver/p35/d2145	and	conjunction	neutral				Tom ca n't stand Mary	Tom ca n't stand Mary and she knows it .
2772	silver/p35/d2195	and	conjunction	neutral				Coffee~beans are not beans , but seeds , and peanuts are not nuts , but beans .	Coffee~beans are not beans , but seeds ,
2773	silver/p35/d2195	and	conjunction	entailment				Coffee~beans are not beans , but seeds ,	Coffee~beans are not beans , but seeds , and peanuts are not nuts , but beans .
2774	silver/p35/d2470	and	conjunction	entailment				I got some shampoo in my eyes and it burns .	I got some shampoo in my eyes
2775	silver/p35/d2470	and	conjunction	neutral				I got some shampoo in my eyes	I got some shampoo in my eyes and it burns .
2776	silver/p35/d2489	and	conjunction	entailment				Please fasten your seat~belt during takeoff and landing .	Please fasten your seat~belt during takeoff
2777	silver/p35/d2489	and	conjunction	neutral				Please fasten your seat~belt during takeoff	Please fasten your seat~belt during takeoff and landing .
2778	silver/p35/d2496	and	conjunction	entailment				She has been ill for a long time and she is still too weak to get about .	She has been ill for a long time
2779	silver/p35/d2496	and	conjunction	neutral				She has been ill for a long time	She has been ill for a long time and she is still too weak to get about .
2780	silver/p35/d2549	and	conjunction	neutral				There are 10 types of people in the world : those who understand binary , and those who do n't .	There are 10 types of people in the world : those who understand binary ,
2781	silver/p35/d2549	and	conjunction	entailment				There are 10 types of people in the world : those who understand binary ,	There are 10 types of people in the world : those who understand binary , and those who do n't .
2782	silver/p35/d2564	and	conjunction	entailment				I bought Tom a remote controlled fire truck and he seems very happy with it .	I bought Tom a remote controlled fire truck
2783	silver/p35/d2564	and	conjunction	neutral				I bought Tom a remote controlled fire truck	I bought Tom a remote controlled fire truck and he seems very happy with it .
2784	silver/p35/d2679	and	conjunction	entailment				Tom 's pillow is pink and has a picture of a fairy on it .	Tom 's pillow is pink
2785	silver/p35/d2679	and	conjunction	neutral				Tom 's pillow is pink	Tom 's pillow is pink and has a picture of a fairy on it .
2786	silver/p35/d2722	and	conjunction	entailment				The Solar System has four terrestrial or telluric planets : Mercury , Venus , Earth , and Mars .	The Solar System has four terrestrial or telluric planets : Mercury , Venus , Earth ,
2787	silver/p35/d2722	and	conjunction	neutral				The Solar System has four terrestrial or telluric planets : Mercury , Venus , Earth ,	The Solar System has four terrestrial or telluric planets : Mercury , Venus , Earth , and Mars .
2788	silver/p35/d2760	and	conjunction	entailment				"Australian soprano Joan~Sutherland was dubbed "" La~Stupenda "" after a performance in Venice in 1960 and the label stuck for the rest of her career ."	"Australian soprano Joan~Sutherland was dubbed "" La~Stupenda "" after a performance in Venice in 1960"
2789	silver/p35/d2760	and	conjunction	neutral				"Australian soprano Joan~Sutherland was dubbed "" La~Stupenda "" after a performance in Venice in 1960"	"Australian soprano Joan~Sutherland was dubbed "" La~Stupenda "" after a performance in Venice in 1960 and the label stuck for the rest of her career ."
2790	silver/p35/d2835	and	conjunction	entailment				She has her father 's eyes and her mother 's nose .	She has her father 's eyes
2791	silver/p35/d2835	and	conjunction	neutral				She has her father 's eyes	She has her father 's eyes and her mother 's nose .
2792	silver/p35/d2905	and	conjunction	entailment				My mother wrote to me and asked after my health .	My mother wrote to me
2793	silver/p35/d2905	and	conjunction	neutral				My mother wrote to me	My mother wrote to me and asked after my health .
2794	silver/p35/d2966	and	conjunction	neutral				That is to say , a language is something that we learn and are taught , not something that we know by instinct .	That is to say , a language is something that we learn
2795	silver/p35/d2966	and	conjunction	entailment				That is to say , a language is something that we learn	That is to say , a language is something that we learn and are taught , not something that we know by instinct .
2796	silver/p35/d3107	and	conjunction	neutral				There was a car accident and the traffic did n't move an inch .	There was a car accident
2797	silver/p35/d3107	and	conjunction	entailment				There was a car accident	There was a car accident and the traffic did n't move an inch .
2798	silver/p35/d3117	and	conjunction	entailment				The best-known compositions by Franz~Liszt are his nineteen Hungarian Rhapsodies , but he also created beautiful sonatas , symphonies , concerti , Lieder , and religious compositions .	The best-known compositions by Franz~Liszt are his nineteen Hungarian Rhapsodies , but he also created beautiful sonatas , symphonies , concerti , Lieder ,
