	filename	determiner	monotonicity	gold_label	replace_target	replace_source	replace_mode	ori_sentence	new_sentence
411	silver/p91/d3342	or	disjunction	entailment				"In Hans Christian Andersen 's classic fairy tale , "" The Emperor 's New~Clothes , "" two swindlers promise an emperor beautiful new clothes that are invisible to anyone who is unfit for their position , unjust"	"In Hans Christian Andersen 's classic fairy tale , "" The Emperor 's New~Clothes , "" two swindlers promise an emperor beautiful new clothes that are invisible to anyone who is unfit for their position , unjust or stupid ."
412	silver/p92/d0951	or	disjunction	neutral				It 's quite difficult to master French in 2 or 3 years .	It 's quite difficult to master French in 2
413	silver/p92/d0951	or	disjunction	entailment				It 's quite difficult to master French in 2	It 's quite difficult to master French in 2 or 3 years .
414	silver/p93/d2551	or	disjunction	neutral				While most ectopic pregnancies occur in the Fallopian tube , it is also possible for them to occur in the ovaries , abdomen , or cervix .	While most ectopic pregnancies occur in the Fallopian tube , it is also possible for them to occur in the ovaries , abdomen ,
415	silver/p93/d2551	or	disjunction	entailment				While most ectopic pregnancies occur in the Fallopian tube , it is also possible for them to occur in the ovaries , abdomen ,	While most ectopic pregnancies occur in the Fallopian tube , it is also possible for them to occur in the ovaries , abdomen , or cervix .
416	silver/p94/d3171	or	disjunction	neutral				Originally , Abraham Lincoln wanted all slaves to be deported to Africa or the Caribbean .	Originally , Abraham Lincoln wanted all slaves to be deported to Africa
417	silver/p94/d3171	or	disjunction	entailment				Originally , Abraham Lincoln wanted all slaves to be deported to Africa	Originally , Abraham Lincoln wanted all slaves to be deported to Africa or the Caribbean .
418	silver/p94/d3383	or	disjunction	neutral				His uncle went to Europe on business a week ago and he is now either in London or in Paris .	His uncle went to Europe on business a week ago and he is now either in London
419	silver/p94/d3383	or	disjunction	entailment				His uncle went to Europe on business a week ago and he is now either in London	His uncle went to Europe on business a week ago and he is now either in London or in Paris .
420	silver/p95/d1506	or	disjunction	neutral				Many people , especially ignorant people want to punish you for speaking the truth , for being correct , for being you . Never appologize for being correct or for being years ahead of your time . If you ’re right and you know it , speak your mind . Even if you are a minority of one , the truth is still the truth .	Many people , especially ignorant people want to punish you for speaking the truth , for being correct , for being you . Never appologize for being correct
421	silver/p95/d1506	or	disjunction	entailment				Many people , especially ignorant people want to punish you for speaking the truth , for being correct , for being you . Never appologize for being correct	Many people , especially ignorant people want to punish you for speaking the truth , for being correct , for being you . Never appologize for being correct or for being years ahead of your time . If you ’re right and you know it , speak your mind . Even if you are a minority of one , the truth is still the truth .
422	silver/p95/d2341	or	disjunction	neutral				Politicians are always censured for outrageous or inappropriate behavior .	Politicians are always censured for outrageous
423	silver/p95/d2341	or	disjunction	entailment				Politicians are always censured for outrageous	Politicians are always censured for outrageous or inappropriate behavior .
424	silver/p95/d2931	or	disjunction	neutral				You look tired . You ought to rest for an hour or two .	You look tired . You ought to rest for an hour
425	silver/p95/d2931	or	disjunction	entailment				You look tired . You ought to rest for an hour	You look tired . You ought to rest for an hour or two .
426	silver/p97/d0705	or	disjunction	entailment				All major wildlife species are now threatened with extinction . No one has seen a Bengal~Tiger , a Puma , a Jaguar or Indonesian Rhinoceros in the natural wildlife habitat for years .	All major wildlife species are now threatened with extinction . No one has seen a Bengal~Tiger , a Puma , a Jaguar
427	silver/p97/d0705	or	disjunction	neutral				All major wildlife species are now threatened with extinction . No one has seen a Bengal~Tiger , a Puma , a Jaguar	All major wildlife species are now threatened with extinction . No one has seen a Bengal~Tiger , a Puma , a Jaguar or Indonesian Rhinoceros in the natural wildlife habitat for years .
428	silver/p97/d0962	or	disjunction	neutral				In most cases , the patient is comatose or mentally unable to communicate his/her feelings .	In most cases , the patient is comatose
429	silver/p97/d0962	or	disjunction	entailment				In most cases , the patient is comatose	In most cases , the patient is comatose or mentally unable to communicate his/her feelings .
430	silver/p97/d2664	or	disjunction	neutral				There were too many sights to see in a day or two .	There were too many sights to see in a day
431	silver/p97/d2664	or	disjunction	entailment				There were too many sights to see in a day	There were too many sights to see in a day or two .
432	silver/p97/d2794	or	disjunction	neutral				There are two or three pens on the desk .	There are two
433	silver/p97/d2794	or	disjunction	entailment				There are two	There are two or three pens on the desk .
434	silver/p98/d2720	or	disjunction	entailment				Tom eats eggs without salt or pepper .	Tom eats eggs without salt
435	silver/p98/d2720	or	disjunction	neutral				Tom eats eggs without salt	Tom eats eggs without salt or pepper .
436	silver/p98/d3413	or	disjunction	neutral				He showed little interest in books or music .	He showed little interest in books
437	silver/p98/d3413	or	disjunction	entailment				He showed little interest in books	He showed little interest in books or music .
